"","817__28116_46506","905__823_338188","1680__351091_363832","134605__204516","169435__239935_397865","84026__97478_626937","1623__165179","28116__46506","40681__70775_626930","1304__39778_1755626","246787__40518_218538","351091__363832","589436__1630_214856","78342__39492_309120","907__69825_187327","84109__328814_626932","39497__29466_47678","823__338188","210__901_83868","28118__33043_357276","39778__1755626","28125__2173_762210","239935__397865","29375__28111_39485","40518__218538","310297__818_28117","1559__328813","29552__39029_454154","29466__47678","901__83868","97478__626937","288965__310298_1161942","69825__187327","328814__626932","45851__633701","28111__39485","818__28117","70775__626930","1630__214856","301301__52226_74426","39492__309120","2173__762210","831__820_328812","387090__1465754","33043__357276","122355__52133_487175","179995__423605","52133__487175","310298__1161942","820__328812","39029__454154","562__329854","52226__74426"
"SRR6357154",2.46653492788939,0,0,0.133641432259497,-3.23613142367626,0,0,4.30875162248957,0,0,0,0,0,0,-2.81912161208597,0,-3.44035057043263,0,0,0,0,-2.73401447346602,5.60514404577749,0,0,0,0,0,-5.95886198383789,0,0,0,-4.88286186484837,0,0,0,0,0,0,-2.22271840007165,0,4.73545197667182,0,0,0,0,0,0,0,0,0,0,-3.8498611998423
"SRR6357155",3.87403419400073,0,2.21548983823263,0,-2.2680121108719,0,0,3.88635984842066,0,-3.01076790534885,0,4.99273304469515,0,0,0,0,-3.23511013858252,0,0,0,-5.21480298186193,-2.72203206713841,-3.92831220821168,0,0,0,0,0,-5.60337512810612,0,0,0,0,0,0,0,0,0,0,0,0,4.71469784011546,0,0,0,0,0,0,0,0,0,0,0
"SRR6357156",-0.909932531507379,0,0,0,0,0,0,-1.46769184429409,0,-2.91269437433147,0,0,0,0,-2.97860569501513,0,0,0,0,0,-5.04493464326214,0,0,0,0,-2.65165903373068,0,0,0,0,0,0,-5.15909639948022,0,0,0,-4.59280817077053,0,0,0,0,0,-2.89384805869737,0,0,0,0,0,0,5.0122918670484,0,0,0
"SRR6357157",-2.61435407609091,0,-2.93441359134788,0,0,5.80405554425972,-4.47396805242425,-4.52819408876424,0,-2.56124240750332,0,5.08255343063519,0,0,-2.88894401341946,0,0,0,0,0,-4.43620198029578,-2.78154128026716,0,0,0,0,0,0,0,0,0,0,-5.00379781146444,0,0,0,0,0,0,0,0,4.8177708207729,-2.45878915422458,0,0,0,0,0,0,4.25874774021628,0,0,0
"SRR6357158",0,0,-2.84199018939227,0,0,0,-5.29759175006839,0,0,-2.79426318672854,-2.52792358771224,4.92247140263971,-2.22363709427469,0,0,0,0,0,0,0,-4.83980580913315,0,0,-2.345711100882,-4.3784920915694,0,0,0,0,0,0,-2.25293506215975,0,0,0,4.06289080660596,0,0,3.85145242487859,0,0,0,-2.91306912820968,0,0,0,0,0,-3.90219799381404,5.04558373601954,0,0,0
"SRR6357159",0,0,-2.87610648431599,0,0,0,-5.78113374059461,0,0,-2.35823939092979,-2.80264981623783,4.9815625588136,0,0,-2.94726999107849,0,0,0,0,0,-4.08459044150067,4.80568849710926,0,0,-4.85433187754749,0,0,-3.02523190956414,0,0,0,0,-5.10482136817102,0,0,0,0,0,0,0,0,0,0,-4.9625791507309,0,0,0,0,0,0,5.23985537204371,0,0
"SRR6357160",4.64631017647432,0,4.55218528622209,0,-6.06002512568991,-2.22176500225543,0,0,0,-2.40141943705219,0,0,0,0,-3.10037429471838,0,0,0,0,0,-4.15938047525784,0,1.34106165066226,0,0,0,0,0,0,0,-3.84820986638479,0,-5.37000580093276,0,0,0,0,0,0,0,0,0,-5.45446886830701,0,0,0,0,0,0,-1.40485157817196,0,0,0
"SRR6357161",6.38591290195474,0,-2.88666317040343,-5.17093134680675,4.98483234666883,0,0,0,0,-2.50122070241035,0,4.99984727547659,0,0,0,0,0,0,0,0,-4.33224133751783,-2.86775099199792,0,0,0,-2.50248598665472,4.13844393699998,0,0,0,0,0,0,0,0,0,4.33443287411511,0,0,0,0,4.96709042159645,-2.97594643561438,0,0,0,0,0,0,5.15449042708762,0,0,0
"SRR6357162",-3.21120709504324,-2.64925065067565,0,-5.28059451522947,-5.19784588056577,0,0,5.56197384224054,0,0,5.84199773121569,0,0,0,-2.81819328121983,0,0,4.58863672895513,0,0,0,0,0.0237351735418314,0,0,-2.5509299824725,0,0,0,0,0,0,-4.881253948622,0,0,0,-4.41834033619315,0,0,0,0,0,-2.98437076889102,0,0,0,0,0,0,5.16908180034265,0,0,0
"SRR6357163",0,0,-2.82218152167067,0,0.567962633468648,0,0,0,0,-2.85710757165425,0,4.88816178371564,-2.51129773969183,0,0,0,0,0,0,-2.61516306975644,-4.9486554767949,0,0.143384221358083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.34969527807914,0,0,0,-2.4983069067558,0,4.52959530689594,0,0,0,0,4.32719449540129,0,0,0
"SRR6357164",0,0,5.04859795979166,-4.74809490800794,0,0,0,0,0,-2.54467505651235,5.4975402033596,0,0,0,-2.67629752201712,0,0,0,0,0,-4.4075064866326,0,0,0,0,2.5301895682299,0,0,0,0,0,0,-4.63548328430434,0,0,0,-4.73668385630341,0,0,0,0,0,-3.11354282999306,0,0,0,0,0,0,5.39281437308976,0,0,0
"SRR6357165",5.05075958352056,-2.30430456928832,0,-4.32981657878949,0,0,0,0,0,-2.59469864782981,0,0,2.70831448218038,0,-3.17015971155609,0,0,3.99117259012048,0,0,-4.49414988837149,0,0,0,0,0,0,0,0,0,0,0,-5.49087768852304,0,0,0,0,0,-4.02673038988685,0,0,0,-3.08928519398116,0,0,0,0,0,0,5.35079891504565,0,0,0
"SRR6357166",0,0,-2.31482276388825,0,0,0,0,0,0,-0.0945312035173543,0,-4.00939063757147,0,0,-5.06786156068263,0,-2.76621460304025,0,-2.61481225268625,0,-0.0755390288795164,0,0,0,0,0,0,0,4.79122423710468,-4.52898767390622,0,0,-0.466496189710436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR6357167",0,0,0,0,0,0,-5.80289277462068,0,0,0,-2.85504723048019,0,0,0,-2.77824882851916,0,0,0,0,-2.64013663501598,0,0,0,2.49999854536456,-4.94508686120049,-2.48654299104854,0,-2.40246012658571,0,0,0,0,4.81206812706389,0,0,-4.46372498611901,-4.30681879570036,0,0,0,0,0,0,0,4.57285079077161,0,0,0,0,0,-4.16118300240481,0,0
