"","102684__1735_39492","821__907","1735__39492","1267__28126_33959","28125__45254","28126__33959","1579__1633_29348","52226__1264_39777","29363__261299_425254","84032__166486_187327","729__36745","261299__425254","376804__454154","97478__1623_138595","228603__876_214856","166486__187327","1633__29348","623__1307","1613__159896","39488__28116_650643","1559__33038","328813__626937","1598__1512_218538","1328__840_310298","28129__28137","287__84026","1681__1680_28026","328814__40520_204516","1624__329854","1512__218538","861__818_208479","39029__84030_371601","328812__573_47678","33043__46503_487175","876__214856","1161942__1630_28111","2374__246787_387661","1515__1255_45851","28116__650643","1264__39777","40520__204516","282125__39484_341225","338188__39491_40518","573__47678","818__208479","246787__387661","84030__371601","1630__28111","1352__29466_301301","40519__28117_351091","46503__487175","2021__387090_397865","536633__817_74426","39491__40518","39484__341225","851__823_46506","1358__216816","1680__28026","387090__397865","309120__39485_437898","239935__357276_1755626","28117__351091","817__74426","1255__45851","562__1502","823__46506","29466__301301","905__820_69825","39485__437898","310297__454155","357276__1755626","349096__1304_165179","1623__138595","820__69825","1304__165179","840__310298"
"SRR6724367",0,0,0,0,0,0,0,0,0,-2.32442373776338,0,0,0,0,0,-4.02602001212533,0,0,0,0,0,0,0,0,0,0,0,-3.06845814651338,0,0,-2.44870108478416,0,0,0,0,0,4.82728757627038,0,0,0,-5.3147254106598,0,-2.29750237357103,0,4.24127469139518,0,0,0,0,0,0,0,0,3.97939084153512,0,-2.99081391970909,0,0,0,0,-5.82294935307551,0,0,0,0,-5.18024166492037,0,-2.39735413046381,0,0,0.0508602604197546,0,0,4.15233915769842,0,0
"SRR6724368",0,0,0,0,0,0,0,0,0,-2.6363940862453,0,0,0,0,-2.34004868171781,-4.56636850615099,0,0,0,-2.54648285807284,0,0,0,0,0,0,0,-2.86995218749723,0,0,0,0,0,0,-4.05308320891982,0,0,0,4.41063769078536,0,-4.97090300403864,0,-2.55048201908855,0,0,0,0,0,0,0,0,0,0,4.41756444085222,0,-2.728661374001,0,0,0,0,-5.61599757896179,0,0,0,0,-4.72618013642044,0,-2.27332905917081,0,0,-0.607745269613843,0,0,3.9375214328066,0,0
"SRR6724369",0,5.85968830719475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264352046239671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.36953948234747,0,0,0,0,0,0,0,0,0,0,0,-4.10416277396627,0,-2.3384805450087,0,-2.30733542498291,-2.40814973817015,0,0,-2.55934477082324,0,0,-3.99642218617392,0,0,4.05036711646644,4.17103769874439,0,0,4.43291517715158,0,-2.26464790624787,0,0,0,0,0,3.9224852348758,0,0
"SRR6724370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.71472423996039,0,0,0,0,0,0,0,-2.4317771042317,0,0,0,0,0,0,-4.21196149721202,0,0,0,0,-0.135573912530007,0,0,0,0,0,0,0,-4.7504274135323,0,0,0,0,0,0,0,0,0,0,0.438020772604553,0,-3.33601635730911,0,0,0,0,-5.95869379893887,0,0,0,0,-5.77814982574022,0,-2.75170497562165,0,0,0.786117926309844,0,0,4.76609282521678,0,0
"SRR6724371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01788755431333,0,0,0,0,0,0,0,-2.3708476443916,0,0,0,0,0,-2.23628823603897,0,0,0,0,0,0,4.10642857709124,0,0,0,0,0,0,0,0,-2.50379094801106,3.87336484518807,-2.6071291198845,0,0,0,-2.2080213433116,0,0,-4.51568009753229,0,-5.85555771796935,4.3366931334862,0,0,0,-3.82440515081217,0,-2.32497318581054,0,0,0.771029229188756,0,0,4.02697168405914,0,0
"SRR6724372",0,5.73585304638947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.35907980705577,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.22321444954706,0,0,0,0,4.08604608493037,0,0,0,0,0,0,0,0,0,-2.42702030878805,0,3.85072038273678,0,0,0,0,-2.9472140883366,0,0,0,-2.76358584239816,-2.97635668206186,0,0,0,0,-5.10472454178178,4.2037224858224,-2.44761878361645,4.78667109011166,0,-5.15520099477827,-2.50762689169976,0,4.23940009078362,4.34333718285,0
"SRR6724373",-2.66951213382459,0,-4.62373064720579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.44464450967956,0,0,0,0,0,0,0,0,0,0,0,-4.23424849720931,0,-2.33036277047118,0,-2.5317008814699,0,0,0,-5.45232308939923,0,0,-4.38503455627279,0,-6.3202135426227,4.03630671852306,0,0,0,0.114111730597002,0,-2.53553165761152,0,0,0.771607256914348,0,0,4.3916696551825,0,0
"SRR6724374",-2.23911783855162,0,-3.87826586050521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.38230777602286,0,0,0,0,0,0,0,0,0,4.4667033369478,0,0,4.12627810733801,0,0,0,0,0,0,0,0,-2.24184772044824,0,-2.54637482437563,0,0,0,-4.69183047219694,0,0,-4.41045057093287,0,-6.00124519472647,3.88299415464882,0,0,0,-0.0461281985447587,0,0,0,0,0.142903982621162,0,0,0,0,0
"SRR6724375",0,5.53282584681402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4644804133346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87335347439794,4.26860529015388,0,0,0,-2.48663760252999,0,0,0,0,0,0,-2.4996075708167,0,0,0,4.3069826675932,0,-2.52191021742213,0,0,0,-2.50992228425909,-3.02821487786574,4.32944731163835,0,0,0,4.3680766287022,0,-2.70849945168333,4.34731291938608,0,-5.24502202469945,0,0,4.69125866258798,0,0
"SRR6724376",0,4.35625262845651,0,0,0,0,0,0,-2.5767274909504,-2.42075360708986,0,4.46302293158557,0,0,0,-4.19286824008527,0,0,0,0,0,0,-2.59409226455163,0,0,0,0,0,0,-4.49309960172483,0,0,0,5.14298594822046,0,0,0,0,0,0,0,0,-2.55998417980653,0,0,0,0,0,0,0,0,0,0,4.43402266599745,0,0,0,0,0,0,-2.77088383026134,0,0,0,0,0,0,-2.99040282223879,0,0,-4.79931157588369,0,0,5.17952962321494,0,0
"SRR6724377",0,5.3641620037586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.7096622895042,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.72331408190374,0,0,0,0,0.691170491107268,0,0,0,0,0,0,0,0,0,0,0,4.71691835482507,0,0,0,0,-5.44009842822311,0,0,0,0,-2.88080250654911,0,0,0,0,-0.259463838708016,0,-2.89236849024786,0,0,4.98969630791483,0,0,5.00972917932058,0,0
"SRR6724378",0,5.8458365292193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.42367298523698,0,0,0,0,0,0,0,0,0,0,0,0,-2.28996091864542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96632865844097,0,0,0,0,-5.50416444945007,0,0,0,0,-2.29975273608597,0,0,0,0,-0.331175409765016,0,-2.91304852038082,0,0,3.98328858374644,-2.84790907064503,0,5.04554804221291,-4.93272320569346,0
"SRR6724379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7218420388521,0,0,0,0,0,0,0,0,0,0,-2.1907238478098,0,0,0,0,0,0,0,4.71436870146871,0,0,0,-2.9147174762256,0,-3.79444500975937,0,0,0,0,0,0,0,-2.95478118005962,5.04843875853167,0,0,0,0,0,-2.67398183436841,-6.1739383419352,0,5.11783112911158,0,0,0,0,-5.30620741653393,-4.63147239564231,0,0.749085607668874,0,0,0.990748910092078,0,0
"SRR6724380",-2.65382945800198,5.29062865982107,-4.5965674558824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.40038507172157,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.41045662485985,0,0,0,0,4.15758890195163,0,0,0,-2.59386061509082,0,0,0,0,0,0,0,4.17503334369825,0,0,4.49269837308915,0,0,0,0,0,0,-5.53817599368289,0,0,0,0,0,0,-3.07987967303652,0,0,-0.438138701438697,-2.46102656138385,0,5.33450807489788,-4.26262304309336,0
"SRR6724381",0,5.44103771629079,0,0,0,0,0,0,0,0,0,0,-4.18303380280958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12796311211743,0,0,0,0,0,4.9254961966577,0,0,0,0,0,0,-4.80146422149334,0,0,0,0,0,0,0,0,0,0,-2.83249128991298,0,0,0,-2.42757257547128,0,0,-4.90601882612558,0,-2.79477294553435,0,0,0,0,4.20467903977709,0,-2.43452019490488,0,0,-4.84068873728442,0,0,4.21671266962773,0,0
"SRR6724382",0,0,0,0,0,0,0,0,0,-2.67379046734704,0,0,0,0,0,4.6311409382384,0,0,0,0,-4.12384870446493,0,-2.49539340213896,0,0,0,0,0,0,-4.32214815737683,0,0,0,0,0,0,0,0,0,0,0,0,-5.48175637803893,0,0,0,0,0,0,0,0,0,0,0.413992552209221,0,-2.39712766986784,0,0,0,0,-6.05265459975961,0,0,0,0,4.15194691644029,0,-2.54341490101559,0,0,1.53668943117244,0,0,4.40532383328677,0,0
"SRR6724383",0,5.64356909539286,0,0,0,0,0,-2.7531199771635,0,0,0,0,-4.07292066955201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.45899367482187,0,0,0,0,0,0,0,0,0,0,0,4.76854367978005,-4.25910198028198,0,0,0,0,0,0,0,0,-2.4618746460093,0,-2.50844825333677,0,0,0,-2.55516041696124,0,0,-4.34475982293669,0,-2.67699590636021,4.26409196875376,0,0,0,4.42566766366574,0,0,0,0,-4.63669292146979,-2.75902400497407,0,0,4.77876975591725,0
"SRR6724384",0,5.56986279293891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55892581752602,0,0,0,0,0,0,0,0,-2.53498786228161,4.76433656353389,0,0,-4.64977213889402,0,0,0,0,4.39072777404217,0,0,0,0,0,-2.49723942652098,0,0,0,0,0,0,-4.32534556539851,0,-5.27467643115762,0,0,0,0,0,0,0,0,0,-0.566254778495441,0,0,0,0,0
"SRR6724385",0,6.13113914563242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29905322952683,-4.48926538999907,0,0,0,0,0,0,0,0,0,-2.35234204332478,0,0,0,0,0,0,0,4.53539972827182,0,0,0,0,0,4.0743759358189,0,0,0,0,0,0,0,-5.23202890543478,0,0,0,0,0,0,0,0,0,0.853781547994538,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR6724386",0,4.08537957146015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6576616216437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.62189368828153,-2.8876910978454,0,0,0,0,0,0,0,-4.54125308014776,0,-5.00162769803259,-5.63086271721682,0,0,-1.73566599457624,-4.60320495801279
"SRR6724387",0,5.16899851261264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.55640705453196,0,0,0,0,0,-2.77024148104819,0,0,-2.65082698504997,0,0,0,-4.42782690327685,0,0,0,0,4.59136702018117,0,0,0,0,4.79819899441033,-2.84032376042636,0,0,0,-2.46651758393296,0,0,-4.91958506300355,-2.51423035794502,-2.93005086580111,0,0,0,0,4.27213377313391,0,-2.44589493162548,-4.35477472189286,0,-5.0749969683287,0,0,4.23641429155054,0,0
"SRR6724388",-2.63645612728981,0.78850183273055,4.56647596439223,0,0,0,0,0,0,0,0,0,0,0,-2.62859788202817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.55286508434074,0,-2.59543150345079,0,0,0,0,0,0,0,0,4.49541923154165,0,0,0,0,0,-2.81050791488056,0,0,0,-2.53083321520597,0,0,-4.86794250364759,0,-2.88237926457805,0,0,0,0,4.38353171421963,0,-2.78403783153796,0,0,-4.99242733293219,0,0,4.82209497441764,0,0
"SRR6724389",0,5.15616392190259,0,0,0,0,0,0,0,-2.48659354018454,0,0,0,0,0,-4.30690634937218,0,0,0,0,0,0,0,-2.53999833835716,5.10009667476919,0,0,0,0,0,0,0,0,0,0,-2.53028312105702,0,0,0,0,0,0,0,0,0,0,0,-4.38257892320471,0,0,0,0,0,0,0,-2.57418457781902,0,0,0,0,-2.99425515505025,0,0,0,0,4.45861847684279,0,-3.00170114247734,0,0,5.18620205937206,0,0,5.19909888790829,0,-4.39940617317512
"SRR6724390",-2.38565962006652,5.650705352201,4.13208367152068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.29968983153468,0,0,0,0,0,0,0,-2.42680643357356,0,0,0,0,-3.98317962986758,0,-2.40024635181527,0,0,0,0,-4.20335204308443,0,0,0,0,0,4.15734863202589,0,-2.6801754885056,0,0,0,-2.51726771207919,-2.9431569147216,0,0,0,0,-4.64220011929243,0,-2.83784205127508,4.36003557357382,0,-5.09769731094547,0,0,4.91528661666392,0,0
"SRR6724391",0,4.69724630299795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.12711418696594,0,0,0,0,0,0,0,0,0,5.17548240036126,0,0,0,0,0,0,0,0,-4.7582097826535,0,0,0,0,0,0,0,0,0,0,-0.00421911656252257,0,0,0,0,0,0,-5.9006029230761,0,0,0,0,0,0,-2.70351758739121,0,0,-0.143948924184017,0,0,4.68262982051761,0,-0.695982086384354
"SRR6724392",0,5.07330909282495,0,0,0,0,0,-2.62153330598236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.91045975593347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54062887969546,0,0,-2.60292510125556,0,0,0,0,0,0,0,0,-2.40216667452076,0,4.508398523671,0,-2.5283628407017,0,0,4.16067472851872,0,-5.29130238098348,0,0,0,0,-4.37925290006452,0,-2.66297246389753,0,0,-0.514708418890148,0,0,4.6124036066274,0,-5.04106417066128
"SRR6724393",0,5.13352264890124,0,0,0,0,0,0,0,-2.54349033594842,0,0,0,0,0,4.4054544904231,0,0,0,-2.3667675649318,0,0,-2.35201012448966,0,0,0,0,-2.70144857746701,0,4.07380103553249,0,-5.57493545024202,0,0,0,0,0,0,4.09936167216796,0,-4.67904619020753,0,0,0,0,0,-1.09847090793898,0,0,0,0,0,0,0,0,-2.50120433786209,0,0,0,0,0,0,0,0,0,4.33221299328881,0,-2.90418504562762,0,0,0,0,0,5.03019605360877,0,0
"SRR6724394",-2.22777629170059,5.65181609726266,-3.85862172512281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.56616239569969,0,0,-2.51798042772122,0,0,0,0,0,0,-4.36127003327717,0,0,0,-2.77030178858032,0,0,0,0,4.44472364982453,0,0,0,-2.56914248084063,0,0,0,0,0,0,0,4.79830345012004,-2.62400364528699,0,4.44988530869952,0,0,0,0,-4.54490763288302,-2.20505194382331,-3.10292007998711,0,0,0,0,0,0,0,3.81926200003049,0,-5.37441523036335,0,0,0,0,0
"SRR6724395",0,5.29966620507487,0,0,0,0,0,0,0,-2.66881137651922,0,0,0,0,0,4.62251689994912,0,0,0,0,0,0,0,0,0,0,0,-2.55003445972065,0,0,0,0,0,0,0,0,0,0,0,0,-4.41678924528762,0,-2.67683895123935,0,0,0,0,0,0,0,0,0,-2.47607994226994,-4.63642106722594,0,-5.66319966107337,0,0,0,0,-2.69643634723989,0,-4.28869626361374,0,0,-1.05123075562776,0,-2.61841855090883,0,0,-4.67036475279492,0,0,4.53523396565497,0,0
"SRR6724396",0,5.84396540541843,0,0,0,0,0,0,0,-2.33950693846029,0,0,0,0,0,-4.05214488207314,0,0,0,-4.95834008168602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.185714817336238,0,0,0,0,0,0,0,0,0,0,0,0,-2.40368983781369,0,0,0,-2.60802852364398,0,0,-4.1633129247303,0,-2.85987002555777,0,0,0,0,4.51723791054023,0,-2.35579728716613,0,0,-4.95344018730936,0,0,4.08036059370467,0,0
"SRR6724397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.01023450842986,0,4.26447637038387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45803447341039,0,0,-2.39512475730015,0,0,0,0,0,0,0,-2.53696149473921,0,0,-3.12225032374286,0,-4.14847777010994,0,0,0,0,-2.45649333930082,-3.07292456454689,4.3941462057342,5.40789619467102,0,0,0,0,-3.152984470157,-4.25477127212355,0,-5.32246147362168,0,0,5.46112929778755,0,0
"SRR6724398",0,5.89855952500287,0,0,0,0,0,0,0,-2.94696563365926,0,0,0,0,0,-5.10429420565725,0,0,0,0,0,0,-2.75902692224187,0,0,0,0,-2.53582659373127,0,-4.7787748087733,0,4.87403426825766,-2.47912417263487,0,0,0,0,0,0,0,4.39218049952689,-2.49806949500288,-2.61823428501334,-4.29396902527575,0,0,0,0,0,0,0,0,0,-4.53491480776187,-4.32678328618291,0,0,0,0,0,0,0,0,0,0,0,0,-2.8431971812691,0,0,0,0,0,4.9245619738947,0,0
"SRR6724399",-2.24031489584486,0,3.88033922455667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.33460893762727,0,0,0,0,-4.93103022370564,0,-4.04366129577483,0,0,0,0,0,0,0,0,0,0,-0.910716028899739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.40156841871338,0,0,0,0,-5.88350881473341,0,0,0,0,4.15963851906443,0,-2.50487702305341,0,0,0.619349244307147,-3.30400888413176,0,4.33857427064039,-5.72271125597516,0
"SRR6724400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.93885122168366,0,4.67121976589065,0,0,0,0,0,0,0,0,-2.6010683160549,0,0,0,0,0,0,0,-0.399956560612066,0,0,0,0,0,4.50518247736471,0,0,0,0,0,0,0,-3.16704639109219,0,0,0,0,0,0,-2.50690126330708,-3.01806805423519,0,5.48548525929933,0,0,0,0,-3.24933283792388,-4.34208035760646,0,-5.22744721063589,0,0,5.62800956598613,0,0
"SRR6724401",0,4.89733225614499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59060589839676,0,0,0,0,0,0,-2.37661606083937,0,0,0,0,0,0,0,0,0,0,0,0,4.11641976745799,-2.52069079323862,-2.67861099595885,0,0,0,0,0,0,0,0,0,-2.52057309720941,4.63949033871341,-4.36596452406038,0,0,0,0,0,-2.8097215235774,0,-4.36576066855795,0,0,0,0,0,0,0,-4.86658043395589,-3.1239424541168,0,0,5.4108270504517,0
"SRR6724402",0,5.52510423031749,0,0,0,0,0,-2.60677028540439,0,-2.59161929658476,0,0,0,0,0,4.48881629556072,0,0,0,0,0,0,-2.4172108054738,0,0,0,0,0,0,-4.1867319276851,0,0,0,0,0,0,0,0,0,4.51505857798122,0,0,-2.37165087844639,0,0,0,0,0,0,0,0,0,0,4.10781981928451,0,-2.50343782800043,0,0,0,0,-3.01525498611676,0,0,0,0,-4.33608151168662,0,-2.53202911978475,0,0,-5.22257483372962,-2.43124515064664,0,4.3856030817111,4.21104012657543,0
"SRR6724403",0,5.87100525692903,0,0,0,0,0,0,0,-5.06100893039027,0,0,0,0,0,-0.523813443413679,0,0,0,0,0,0,-2.57202487574231,0,0,0,0,-2.51297041964325,0,4.45487776311671,0,0,0,0,0,0,0,0,0,0,4.35259244473979,2.6876898724177,0,0,0,0,0,0,0,0,0,0,0,0,-4.75461982043727,0,0,0,0,0,0,0,0,0,0,0,0,-5.48799441385063,0,0,0,0,0,0.945841742048123,0,0
"SRR6724404",6.23589334490731,5.34162734197448,0,0,0,0,0,0,0,-2.38708592908542,0,0,0,0,0,-4.13455411120871,0,0,0,-2.48114736334565,0,0,-4.94594598259039,0,0,0,0,-2.93677682631346,0,-0.219842162808732,0,0,0,0,0,0,0,0,4.29747329438022,0,5.08664667366579,-2.85371219303673,0,0,0,0,0,0,0,0,0,0,0,0,-4.94277450851842,0,0,0,0,0,0,0,0,0,0,0,0,-2.45097191041542,0,0,0,0,0,4.24520787676365,0,0
"SRR6724405",0,5.33637069871559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.25738297729949,0,0,0,0,0,0,0,0,0,0,0,0,-2.51939820202052,0,0,0,0,0,0.211898395154272,0,0,0,0,-4.36372569039722,0,0,0,0,0,-2.55039327593455,0,0,0,0,0,-5.53476732470062,0,0,0,0,-2.79793515116682,-4.41741073320067,0,0,0,-0.0282590526523495,0,-2.60973310748555,0,0,-4.84616583810384,0,0,4.52019033635958,0,0
"SRR6724406",0,5.7124577165658,0,0,0,0,0,0,0,-3.04298646276407,0,0,0,0,0,5.27060716025166,0,0,0,-2.38935049407567,0,0,-2.5262129585827,0,0,0,0,-2.53101046580457,0,-4.37552919500412,0,0,0,0,0,0,0,0,4.13847645282887,0,-4.38383872126208,-2.42092727150216,-2.85835526410341,0,0,0,0,0,0,0,0,0,0,4.95081654350906,-4.19316903567084,0,0,0,0,0,-2.83677339538921,0,0,0,0,0,0,-2.64460924642137,0,0,-4.91343565037379,0,0,4.58059758096826,0,0
