"","216816__650643","165179__39485_187327","47678__1304_1308","487175__1492_39488","1615__1596_46506","1590__1735","60519__1755626","40518__28026_536633","155617__1624_338188","818__33035_633701","341694__1559_39486","78343__1685_33038","1490__1515","39950__28117_208479","33039__820_28116","1522__1352_39029","166486__562_84030","1304__1308","851__357276","214856__156456_397865","341225__310298_351091","1354__40519","137591__1680_309120","39485__187327","33905__29466_74426","52226__88431","33035__633701","1492__39488","29363__358743","1264__39491","1161942__29375_39777","84026__218538_301301","1366__817_907","1267__1681","1596__46506","39490__143393_349096","1630__40520_410072","28026__536633","1559__39486","1689__69825","1624__338188","1502__33043","28117__208479","39484__204516_288965","562__84030","1352__39029","156456__397865","1685__33038","29466__74426","1680__309120","820__28116","29375__39777","143393__349096","310298__351091","817__907","218538__301301","729__1623_39778","40520__410072","204516__288965","1623__39778"
"SRR6251452",0,6.6805952954565,0,0,0,0,-5.53052470006555,0,-2.22289806995345,0,0,0,0,-2.22989132135143,-2.26950034476887,0,0,0,0,0,-2.6021122610668,0,0,0,0,0,0,0,0,0,-2.23676417251012,-2.23827646658715,0,0,0,0,0,0,0,0,-3.85017239720616,0,3.86228506393757,0,0,0,0,0,0,0,3.93088990493477,3.87418919133729,0,-4.50699064316562,0,3.87680856151468,0,0,0,0
"SRR6251453",4.55922337670065,0,0,0,0,0,-6.01576352161834,0,0,0,0,0.434803471244614,0,0,0,2.23252786310332,-2.13741748876563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70211568752835,3.59195359977214,0,0.605122841582266,0,0,0,0,0,0,0,0,0,0,0,0
"SRR6251454",4.77598972959564,0,0,0,0,0,-5.85332159784282,0,0,0,0,-0.733809331485673,0,-2.47653159599898,0,4.22593553197377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.31157646567037,0,0,-4.28947855081987,0,0,0,0,-1.25291079583111,0,0,0,0,0,0,0,0,0,0,0,0
"SRR6251455",0,0,0,0,0,0,-5.93910888546965,2.49990481958555,0,0,0,-2.42587343163352,0,0,4.55802993606534,0,4.78179747005092,0,0,0,-3.13843231237894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.98856989314046,0,0,0,0,0,-2.65767314775769,0,0,0,-4.20173603632073,0,0,0,0,0,5.4359242211562,0,0,0,0,4.60322492182782,0
"SRR6251456",0,7.0251499276421,-2.24038119298432,0,0,0,-4.30470200292107,0,-2.56514958596287,-2.72489588230247,0,0,0,0,0,0,0,3.88045405457062,0,0,0,0,-5.35849923161213,0,0,5.51775323088421,-4.7196581134831,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44296941190196,0,0,0,0,0,0,0,0,-0.835087517568917,0,0,0,0,0,0,0,0,0,0
"SRR6251457",0,0,0,0,5.05984613234925,0,-1.14010851259122,-5.62766868735326,0,0,0,0,0,0,-2.65955071218799,0,0,0,-0.312586575041608,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.52377413573586,0,0,0,0,0.19861550396838,0,0,0,0,0,0,0,0,0,0,0,0,-4.6064769588156,0,0,0,4.37130502992274,0,0,0,0,0
"SRR6251458",4.8629945809797,0,0,0,0,4.83630788035206,-5.20456825436585,-5.66985833356813,0,0,0,0,0,0,-2.55384834668546,0,0,0,0,0,0,0,-2.59766529439078,0,-2.52142233587462,0,0,0,0,0,0,0,-2.55785050715679,0,0,0,0,0.17236084274807,0,0,0,0,0,0,0,0,0,0,-4.36723159307384,4.4992882709432,-4.42339509128499,0,0,0,4.43032703656138,0,0,0,0,0
"SRR6251459",5.11200794174703,0,-2.54608208510326,0,0,0,-5.14059276954082,-5.63507518188675,0,0,0,0,0,0,0,0,0,4.40994353163975,0,0,0,0,-2.72513448655102,0,-2.35268604992038,0,0,0,0,0,0,0,0,1.46292684920079,0,0,0,0.541549752268694,0,0,0,0,0,0,0,0,0,0,-4.07497177272063,4.72007138816448,0,0,0,0,0,0,0,0,0,0
"SRR6251460",0,0,0,0,0,0,-4.52952773113323,0,0,1.91718301438125,0,0,0,0,0,0,0,0,0,0,-2.63450123244626,0,-2.50811212275185,0,0,0,-4.9788949947054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.68725113123852,0,0,0,0,0,-4.34417762768563,0,0,0,-4.56308998719976,0,0,0,0,4.65445549200205,0
"SRR6251461",0,-2.53097762221347,5.25951799049065,0,0,0,0,0,0,0,0,0,0,-2.77007838500953,-2.96622747430635,0,0,0,0,2.59697180744492,0,0,0,-4.38378183449359,0,0,0,0,0,0,0,-2.54347622561309,0,0,0,0,0,0,0,0,0,0,-4.79791650378485,-2.82798844502396,0,0,-4.91742654891432,0,0,0,5.13765669230531,0,0,0,0,-4.4054300506054,0,0,4.89821966999921,0
"SRR6251462",0,4.87313717229648,0,0,0,0,-5.23015928180074,-2.21897696407779,0,0,0,0,0,0,-2.37447537247534,0,0,0,0,0,0,0,0,3.93867030209151,0,0,0,0,0,0,0,-5.21361914113169,0,0,0,-2.53198367479595,0,3.84338084260767,0,0,0,0,0,0,0,0,0,0,0,0,-4.11271198644832,0,-4.38552436868154,0,0,0.270289391607837,0,0,0,0
"SRR6251463",0,4.84880594290246,0,0,0,0,-5.70898957695745,0,0,0,0,0,0,0,-2.31338650959283,0,0,0,0,0,0,0,0,3.57774242725782,0,0,0,0,0,0,0,-2.3760419227562,-2.57501473163742,0,0,-2.69928374654155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.00690297215921,0,-4.67529659305484,0,4.46005634543435,4.11542533112739,0,0,0,0
"SRR6251464",4.97041743139068,0,-2.4520488719712,0,0,0,-5.44113185326101,-2.56298968325401,0,0,0,0,0,0,0,0,0,-4.24707322889607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624143426600904,-2.18378414210392,4.4392283506708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.28273293684287,0,0,0,-2.33725077055648,-3.78242508688721,0,-4.04823708463333
"SRR6251465",0,3.72958160776378,0,0,0,0,-4.42868953650245,0,0,0,0,0,0,0,-2.82994933006259,0,0,0,0,0,0,0,0,4.26657127209212,0,0,0,0,0,0,0,0,-2.7366615698201,0,0,-3.2556922559985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.90161602251391,0,-5.63902440119794,0,4.74003688204961,0,-2.3232627283348,0,0,-4.02400908480696
"SRR6251466",4.29252042735863,0,0,0,0,0,-4.65113283346283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92397319840307,0,-2.41920833117711,0,0,0,0,0,0,-2.34680886957916,0,0,0,0,0,0,0,3.95376795699708,0,0,0,0,0,0,0,0,4.19019174369268,5.40254565367792,0,0,0,0,0,4.0647921977644,-2.79886077441075,0,0,4.84776906459099
"SRR6251467",0,0,0,0,0,0,-6.03091686310495,0,0,0,0,-3.05004787757259,0,0,-5.18146072135634,0,0,0,0,-2.675795830713,0,0,0,0,0,0,0,0,0,0,0,0,-2.7163001891486,0,0,-2.55665972036099,0,0,0,0,0,0,0,0,0,0,-4.63461432947589,-5.28283788947334,0,0,0.0473170554526997,0,-4.42826453333008,0,4.70476993621432,0,0,0,0,0
"SRR6251468",4.32836951231406,0,0,0,0,0,-4.56993255280812,0,0,0,0,0.325612603995885,0,0,0,0,0,0,0,0,0,0,-3.02950586227835,0,-5.11190020854513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042138148498308,0.352025921228013,5.24725807529387,0,0,0,0,0,0,-2.68901507152535,0,0,4.65751072620036
"SRR6251469",4.95771194461486,0,-3.12676052128117,0,0,0,-3.72600681806782,0,0,0,0,0,0,0,0,0,0,-5.41570808595953,0,0,0,0,-3.23647783213039,0,-2.44431686382146,0,0,0,0,0,0,0,0,-3.9302736569562,0,0,0,0,0,3.72600681806782,0,0,0,0,0,0,0,0,-4.23368099793619,5.60574404282022,0,0,0,0,0,0,-3.23968340532934,0,0,5.61129625846818
"SRR6251470",4.82473481027411,0,-2.53777540558281,0,0,0,0,-2.69334689201659,0,0,-2.38674097253096,4.83706084600504,0,0,0,0,0,-4.39555594066815,0,0,0,0,-3.08897499775611,0,-2.7768989367788,0,0,0,0,0,0,0,0,-4.64563232257186,0,0,0,-4.66501365938047,-4.13395662892998,0,0,0,0,0,0,0,0,0,-4.80973004598488,5.35026163942355,0,0,0,0,0,0,-3.10913163425448,0,0,5.38517395794842
"SRR6251471",4.31628620535635,0,0,0,0,0,-4.05949846506869,0,0,0,-2.67736851067244,0.233320633344646,0,0,0,0,0,0,0,0,0,0,-2.87590894125272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.63733829106969,0,0,0,0,0,0,0,0,0.36409516694146,0,4.98122040419133,0,0,0,0,0,0,-2.76380494690708,0,0,4.78705059025327
"SRR6251472",-4.80799157846196,0,0,0,0,0,-5.1269919667911,0,0,0,0,0,0,0,-2.68025970467156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.89779245341811,-2.74968421282513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64234598597069,0,0,0,4.76259276138317,5.01912375910983,0,0,0,0
"SRR6251473",-5.06896788861625,0,0,0,0,0,-4.76725875528505,0,0,0,0,0,0,-2.67467465993843,-5.34510492123463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6191506222341,-3.01580626555987,0,0,0,0,0,0,0,0,0,-4.63267240473036,0,0,0,0,0,0,0,0.60767954374501,0,0,0,5.22352967773425,4.5365019503851,0,0,0,0
"SRR6251474",0,-2.76235851758872,5.46975141935226,0,0,0,-5.84465085991352,0,0,0,0,0,0,0,-5.80495974029713,0,0,0,0,0,0,0,0,4.78454530118431,0,0,0,0,0,0,0,-2.3770042615004,-2.5615027523769,0,0,0,0,0,0,-3.83244618083671,0,0,0,0,0,0,0,0,0,0,-0.0224054635192003,0,0,0,4.43665291084431,4.11709215072644,0,0,0,0
"SRR6251475",0,0,0,0,0,0,-4.74781480927302,6.04083788031653,0,0,0,0,0,0,-5.90320791943126,0,0,0,0,-2.43062739436101,-2.6111034845316,0,0,0,0,0,0,0,0,0,0,-2.977245035594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.20997014130203,0,0,0,1.00905479288044,0,0,-4.52256389902886,0,5.15673966823102,0,0,0,0
"SRR6251476",0,-5.0564037303364,4.73993274869748,5.1088098975426,0,0,-5.60379573192748,0,0,0,0,0,0,0,-5.29071551889831,0,0,0,0,0,0,0,0,-0.356408695004325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353797853252563,0,0,0,0,0,0,0,0,0
"SRR6251477",0,0,-2.50562465605763,0,0,-4.84271979582792,-4.40029451537738,0,0,0,0,0,-4.97206093112256,0,0,0,0,4.33986920898911,0,0,0,-4.19732262288231,0,0,0,-4.40365435320516,0,0,0,0,0,0,0,0,0,0,-2.61849257004793,0,0,0,0,0,0,-2.3058785254029,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.53536217056462,-3.99389876207983,0
"SRR6251478",-3.99350000755384,0,4.56703255746016,0,-2.57843325875275,0,-5.01835089639684,0,0,0,0,0,0,0,-2.50244155811158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.59056178247166,0,0,0,-4.46597740808516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33435592162108,4.4869846273871,0,0,0,0,0,0,0,0
"SRR6251479",0,-5.19646370499435,0,0,-2.33067502497268,0,-4.23236355837375,0,0,0,0,0,0,0,-5.12847116360409,0,0,0,0,0,-2.34270640334863,0,0,-0.156989300236665,0,0,0,0,0,0,0,0,0,0,-4.03684755918454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.821715751256667,0,0,-4.05768651781677,0,0,0,0,0,0
"SRR6251480",0,0,0,0,-2.70881741763277,-4.68092893204217,-5.32677109630334,0,0,0,0,0,0,0,-5.09765748977847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7987999734419,0,0,0,0,-4.69180939576748,0,0,0,0,0,0,-4.27642570351303,0,0,0,0,0,0,0,0,0.0253219287643738,0,0,0,0,0,0,0,0,0
"SRR6251481",0,0,0,0,-2.08489281530801,-4.34713773963767,-4.75590096181341,0,0,0,0,0,0,0,4.21371115519191,0,0,0,0,0,-2.20945346255913,0,0,0,0,0,0,0,-4.99543029411119,0,0,0,0,0,-3.6111402844488,0,0,0,0,0,0,-3.70733152881219,0,0,0,0,0,0,0,0,0,0,0,-3.8268856541114,0,0,0,0,0,0
"SRR6251482",0,6.88183711191121,0,0,0,0,-5.27374404501349,0,-2.22721948255016,0,0,0,0,0,-2.27370511994788,0,0,0,0,0,-2.80991810755758,0,0,0,0,0,0,0,0,0,0,-2.21823154515656,0,0,0,0,-2.26444674434567,0,0,0,-3.85765730338414,0,0,0,0,0,0,0,0,0,3.93817278917922,0,0,-4.86692092739752,0,3.84208973916319,0,3.92213681224064,0,0
"SRR6251483",5.40706432287694,0,0,0,0,-5.0744216373423,-4.41472016614046,-5.24148926720693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.71127611804863,-2.54262826764102,0,0,0,-2.92639140066046,0.350883842493355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40396134431508,4.69606798980835,0,-5.06865858877656,0,0
"SRR6251484",0,6.98756145569218,-2.36248920579184,0,0,0,-5.25611809980858,0,-2.43868924526056,0,0,0,0,0,0,0,0,-4.09195133676451,0,0,0,0,-5.38723677514917,0,0,4.10457775231099,0,0,0,0,-2.56783320197098,0,0,0,0,0,0,0,0,0,4.22393367666309,0,0,0,0,0,0,0,0,-0.85288744548231,0,-4.44761757117601,0,0,0,0,-2.50316698573452,0,0,-4.33561239912122
"SRR6251485",0,3.66919276009965,0,0,0,-3.78431453316748,-5.59116335124236,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.88502092368662,0,0,4.06178648861263,0,0,0,0,0,0,2.25805484049704,-2.4410878860831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96401019421936,0,-4.99700282072452,0,4.22808824443684,0,0,0,0
"SRR6251486",4.89480585339179,0,0,0,0,-4.99901422890834,-6.0610434838703,-2.17223030198685,0,0,-2.28582168587046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62415801659897,0,0,0,0,0,0,0,-4.80501379594922,3.7624132487819,3.95915929697038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.591361379514386,0,0
"SRR6251487",4.94197643386144,0,0,0,0,0,-5.97039817197689,-2.7813190278781,0,0,0,0,-4.68002309756404,0,-2.3451840824457,0,0,0,0,0,4.77465383969126,0,0,0,0,0,0,0,0,0,0,-2.78548470516,0,0,0,0,0,-4.81738586834295,0,0,0,0,0,2.34816824912839,0,0,0,0,0,0,4.06197798389775,0,0,0,0,4.82460103304314,0,0,-4.02324462510264,0
"SRR6251488",5.10386529685145,0,0,0,0,-5.50860508703467,-4.02226211054582,-2.33343969664762,0,0,0,0,0,0,-5.19293016383211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.34991601250473,0,0,0,0,-2.89330560399186,4.04163611099179,0,0,0,0,0,0,0,0,0,0,0,0,-0.22411055636486,0,0,0,0,4.07017392717786,0,-5.01135230793766,0,0
"SRR6251489",0,0,-2.94520602785759,0,0,0,0,0,0,-2.62295876252741,0,-2.9463323517257,0,0,0,4.54293464341279,0,-5.10124647900746,0,0,0,0,0,0,0,0,4.54309784285546,0,0,0,0,0,-1.42738943290018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.10319732917281,0,0,0,0,0,0,1.58405050171732,0,0,0,0,0
"SRR6251490",0,6.97014273435535,0,0,0,0,-4.97382526487732,0,0,-2.74173542017638,0,0,-4.02751572457813,0,0,0,0,0,0,0,0,0,-2.97395915674882,0,0,4.35099752518447,-4.7488250486567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.37478579902237,0,0,0,0,0,-5.15104835912365,0,0,0,0,0,0,0,0,4.11324966099979,0
"SRR6251491",4.17693364358277,0,0,0,0,0,-5.46702993536499,-2.97648662975668,0,0,0,-2.80042363938511,0,0,-2.73680407091113,-2.54643826485302,0,0,-5.02924024570117,-2.60622191323483,0,0,0,0,0,0,0,0,0,0,0,-2.7556394540686,0,0,0,0,0,5.15542607078802,0,0,0,0,0,0,0,-4.41056045306297,4.51410876952209,-4.85047602613195,0,0,4.74028370117942,0,0,0,0,4.77290754178817,0,0,0,0
"SRR6251492",4.59704815539259,0,-2.37691129101146,0,0,0,-5.77827914836659,-2.67410304000071,0,0,0,0,-4.57450722019249,0,-2.5186484135229,0,0,-4.11693112111598,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.53330940067424,0,0,0,-2.42043041683416,0,-4.63168232995563,0,0,0,0,0,-2.25531181794199,0,0,0,0,0,0,4.36242701862442,0,4.19230845814189,0,0,4.38782059325964,0,0,-3.90631465558606,0
"SRR6251493",0,6.72753301430281,-4.6830711481942,0,0,0,0,0,-3.38707111668441,0,0,0,0,0,0,0,0,0.0167823906286397,0,0,0,0,0.741081731839624,0,0,0,0,0,0,0,-2.34288229183522,0,0,0,0,0,0,0,0,0,5.86657926294645,0,0,0,0,0,0,0,0,-0.0779777426491348,0,-4.05799116561202,0,0,0,0,-2.39745158314964,0,0,-4.15250795070162
"SRR6251494",0,6.24227332796403,0,0,0,-3.98893669683999,-4.95762660797168,0,0,0,0,0,0,-2.42744890953174,0,0,0,0,0,0,-2.93566749988181,0,0,0,0,0,0,0,0,0,0,1.9999735727818,0,0,0,0,-2.42744890953174,0,0,0,0,0,4.20446484408664,0,0,0,0,0,0,0,0,0,0,-5.084725263924,0,4.53129567176271,0,4.20446484408664,0,0
"SRR6251495",0,-2.13991742487359,5.39364235554412,0,0,0,-5.46563011606956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.20670042338973,3.70644570388301,0,0,0,0,0,0,0,-2.35802237171665,-5.6702791291114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82211725039476,0,0,0,0,-0.497250924078694,4.0842145531973,0,0,0,0
"SRR6251496",0,-2.28996144342147,5.0767737982221,0,0,0,-5.85838620132946,5.31618724318929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.75219942955931,3.96632956737974,0,0,0,0,0,0,0,-2.59660484666438,-2.9633526001269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76694924455881,0,0,0,0,-5.13267726416113,4.49745152160231,0,0,0,0
"SRR6251497",4.44417892921043,0,0,0,0,-5.0344695830263,-5.99849785449308,4.86391444737861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.9151947502815,-2.41901044464612,0,0,0,-2.60241421749932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18984899416687,5.04926542144562,0,-4.50751364704843,0,0
"SRR6251498",0,0,0,0,0,-5.04635981785506,-6.08828142558125,-2.34303587955905,0,0,-2.5155285602695,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.22349694676926,0,0,0,4.43930185534326,0,0,0,0,0,0,0,-2.58596085406207,-4.05825718735311,4.35702327427737,0,0,0,0,0,0,0,0,0,3.85120968227864,0,0,0,0,0,0,0,-2.59404432506749,-4.47901558561971,0,-4.49301656810261
"SRR6251499",0,0,-1.8570363019185,0,0,0,0,0,0,0,0,0,3.44380149915309,0,0,0,0,3.21648122642266,0,0,0,0,0,0,-3.14696097659051,0,0,0,0,0,-2.58936888467237,0,0,0,0,0,0,0,0,0,0,5.33713575697251,0,0,0,0,0,0,5.45069630089134,0,0,-4.4849184677905,0,0,0,0,-2.95503925564877,0,0,-5.11827812914418
"SRR6251500",0,0,0,-2.56840946466554,0,0,0,0,0,0,0,2.83869949647969,0,0,0,0,-2.14200891120901,0,0,0,0,0,0,0,-3.29938661209332,0,0,4.44861568744149,4.30676127171974,0,0,0,0,0,0,0,0,0,0,0,0,4.28631961148556,0,0,3.7100682644793,0,0,4.76576131568637,5.71470524595818,0,0,0,0,0,0,0,1.04543149117903,0,0,-5.49175946947892
"SRR6251501",4.31331091857795,0,0,0,0,0,-5.20916063416824,0,0,0,0,0,0,0,-6.56212049391839,0,-2.53732371600562,0,0,4.48567368956838,0,0,0,0,0,0,0,0,0,4.62275754606826,0,-2.96064120314502,0,0,0,-2.44452019317382,0,0,0,0,0,0,0,0,-4.39477359137119,0,0,0,0,0,-0.0827074223132884,0,4.23403317470514,0,0,5.12798098682903,0,0,0,0
"SRR6251502",5.33740526314671,0,-2.44440671951136,0,0,0,0,2.67574229971439,0,0,0,0,-5.15667600799772,0,0,0,0,-4.23383663255643,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.93453220072673,0,0,0,-2.35135188784475,-2.51702484360495,-4.92044266766776,0,0,0,0,0,-2.57100476569544,0,0,0,0,0,0,0,0,4.0726609362201,0,0,5.0827588681056,0,4.35961491303688,-4.45311088068623,0
"SRR6251503",0,0,-1.78168212537928,-2.39133875940146,0,0,0,0,0,0,0,2.32852347123426,0,0,0,0,-2.41839773006645,3.08596396409421,0,0,0,0,0,0,0.920719247527961,0,0,4.14192022939205,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7712892653759,0,0,4.18878774138433,0,0,3.85341530258845,3.65179115765778,0,0,0,0,0,0,0,-2.32754327398234,0,0,-4.03142320735262
"SRR6251504",0,0,0,0,0,0,-5.747923808333,-3.1490985543349,0,0,0,0,-4.64670814117135,0,0,0,0,0,0,0,-2.78271575629973,0,-2.50639320849145,0,-5.06952695559646,0,0,0,0,0,0,-3.0299718434221,0,0,0,0,0,5.45439869414975,0,0,0,0,0,0,0,0,0,0,0.219251841160724,4.34120038085277,0,0,0,4.81980507293359,0,5.24806517831021,0,0,0,0
"SRR6251505",0,0,-2.21049750839541,0,0,0,0,0,0,0,0,3.05038541496383,0,0,0,0,-2.32916232408965,3.82869399454526,0,0,0,0,0,0,2.42515615788299,0,0,0,0,0,-1.98305132748055,0,0,0,0,0,0,0,0,0,0,3.46371028363714,0,0,4.03422748439848,0,0,5.00865785665758,3.67125741727189,0,0,-3.43474565321322,0,0,0,0,-2.99916781179796,0,0,-5.19471103045925
"SRR6251506",0,0,-2.37489607451726,0,0,0,0,0,4.85577476064578,0,0,2.77027706569415,0,0,0,0,0,4.11344066375978,0,0,0,0,0,0,-3.38323028053288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61082191207692,5.85992673958845,0,0,0,0,0,0,0,-2.69601686800546,0,0,-4.66963819344817
