"","46506__501571","363265__571_936548","491921__47678_638849","47678__638849","328814__1118061","1226323__454154_552398","39492__1535_487173","1226322__1680_626940","901__40518_239935","40519__333367","1680__626940","907__158847_301301","823__665950","571__936548","487175__55565_338188","1735__817_469610","40518__239935","35833__328813_626932","876__52226","861__33038_208479","1535__487173","154046__165179_387090","1547__818_28116","158847__301301","1304__1681_39491","1382__28111_166486","674529__310297_310298","817__469610","291644__562_204516","328813__626932","165179__387090","33038__208479","1211813__216816_360807","371601__550_357276","1681__39491","28111__166486","562__204516","550__357276","1660__573_39485","905__74426_751585","310297__310298","216816__360807","818__28116","74426__751585","487174__28117_40545","573__39485","33039__46228","218538__820_821","55565__338188","454154__552398","28117__40545","820__821"
"ERR1398238",5.9306682312239,0,0,0,0,0,0,0,-2.97506507829999,0,0,0,0,0,0,0,5.15296387143946,0,0,0,0,0,0,0,-3.30333019246346,-2.47485210342403,0,0,0,0,0,0,-2.69514513388196,-3.01751596405614,-5.72153572752299,-4.28656958434912,0,-5.22649096239541,0,0,0,-4.66812830565558,0,0,0,0,0,-2.40200156063362,0,0,0,4.16038874287717
"ERR1398239",0,0,0,0,4.81380572091251,0,0,0,-2.86864453104426,0,0,0,0,0,0,0,-4.96863807662326,-2.68166258498682,0,0,0,0,0,0,0,-3.04261375176157,0,0,-2.57922040223219,4.64477584595366,0,0,0,0,0,5.26996160585879,-4.4673407805844,0,0,0,0,0,0,0,-3.25146610238737,0,0,-2.5963856897434,0,0,5.63170448842287,4.49707193068033
"ERR1398240",5.22732211156941,0,0,0,0.726521989315273,0,0,-1.99698553596908,0,0,3.45888041027861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.8729465162011,0,0,0,0,0,0,0,0,0,0,0,0,-1.98206286655116,4.97608933348831,0,0,3.43303358866223,-3.04978201217466,0,0,-2.77709395537934,0,0,5.28237739709615,4.81006782810943
"ERR1398241",0,0,0,0,4.09193211576209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.73101492420101,-4.82083818097703,-6.40331197808344,0,0,0,0,0,0,0,-4.73025660494501,-0.283727230167217,0,0,-2.66781528224141,0,-0.00800128760488992,0,0,0,0,4.62079161405083,0,-2.66941623121214,0,0,0,-4.62356453900846
"ERR1398242",0,0,0,0,0,0,0,-2.5744627211403,0,0,-4.45910023520702,0,0,0,0,0,0,0,0,0,0,-3.6127862464613,0,0,-2.34428503803858,0,-2.3264634188494,0,0,0,6.25752933575702,0,-2.30351719684114,-2.26468910595826,-4.06042079330637,0,0,-3.92255659486745,-2.70079880565662,0,4.02955284339755,-3.98980882103749,0,0,-2.66120803171974,-4.67792075241861,0,0,0,0,4.60934752044895,0
"ERR1398243",0,0,0,0,0.162766665574947,0,0,0,0,0,0,0,0,0,0,0,0,-1.59779274600652,0,0,0,-3.86561687683399,0,0,-1.75701791863959,-2.2122210711828,-1.7207865903423,0,0,2.7674582160483,6.69544483327219,0,0,0,-3.0432443048927,-3.83167929286305,0,0,0,0,2.98048980345608,0,0,0,-1.7534881513913,0,0,0,0,0,3.03713056867976,0
"ERR1398244",0,0,0,0,5.18635099236561,-2.28741787636098,0,0,0,0,0,-2.30903116180579,0,0,0,-2.24155108070927,0,0,0,0,0,0,-2.285277455869,-3.99935928850741,0,0,0,3.88248035954938,-2.56799399815249,0,0,0,0,0,0,0,4.44789607833204,0,0,0,0,0,-3.95821666295685,0,-3.20589376154707,0,3.87900766000439,-2.46976152027907,0,3.96192397999853,5.55277087866762,4.2777524357019
"ERR1398245",4.40367137346431,0,0,0,4.4434973857043,0,0,0,0,0,0,-2.42899289285732,0,0,0,0,0,-2.2691445208262,0,0,0,-3.45913823571906,0,-4.20713910165258,0,0,0,0,0,-3.93027359978751,5.99140317466957,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44805500731649,0,0,0,0,0,5.59807718661425,0
"ERR1398246",0,0,-2.13687452670724,3.70117524965663,0,0,0,0,0,0,0,0,3.80737567606398,0,-2.06364287655549,0,0,0,0,0,0,-3.09788939448525,0,0,0,0,-5.43771127171282,0,0,0,5.36570182747724,0,0,0,0,0,0,0,-2.95722882388469,0,-0.89613723114267,0,0,0,0,-5.12207057257544,0,0,-3.57433431087169,0,0,0
"ERR1398247",3.39660141254698,6.1483466645984,0,0,0,0,0,-1.7428086578935,0,0,3.01863314334247,0,0,0,0,0,0,-1.88438902899291,0,0,0,-3.69049432296502,0,0,-2.57174053826117,0,0,0,0,-3.26385753944109,6.39212367241992,0,0,0,-4.45438527615288,0,0,0,0,-2.07397011582099,0,0,0,3.59222161398147,-2.14394408150988,0,0,0,0,0,-3.7134200777617,0
"ERR1398248",5.72317558705623,0,-2.01345272829946,3.48740242405284,-3.98166196865006,0,0,0,0,0,0,0,0,0,0,0,0,-2.67851757598077,0,-2.04821742597821,0,0,-2.14805938719957,0,0,0,0,0,0,4.63932853056493,0,-3.5476166467422,0,-2.62039732230811,0,0,0,-4.53866129825508,0,0,0,0,-3.72054799630493,0,0,0,0,-3.03735480178513,0,0,0,5.26085283730514
"ERR1398249",0,5.94441999919358,0,0,0,0,0,0,0,0,0,0,0,0,4.0642165633278,-2.024979737533,0,0,0,0,0,-3.78849624469045,0,0,-2.18417731436891,0,0,-3.50736778970465,-2.42463685587168,0,6.56186798008775,0,0,0,-3.78310608122629,0,-4.19959422427381,0,0,-2.06414728718064,0,0,0,-3.57520797570233,-2.03761013174576,0,0,0,0,0,3.52924427420077,0
"ERR1398250",4.01034586904402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.05973870662938,0,-3.56604286783321,0,0,0,0,-4.87454869659734,0,-6.23023550239274,0,6.17656742905575,3.56757209019829,-2.08447670989461,0,0,0,-0.577944479335454,0,0,0,-1.49186458890776,-3.61041956873147,0,0,0,0,0,-2.95373455418361,0,0,0,-5.11601831991782
"ERR1398251",5.63773251672239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.97400893142887,0,0,0,0,0,0,-3.19670350115412,0,0,-2.70719835427306,0,5.15113457139842,0,0,0,0,0,0,0,4.68900509576779,0,0,-2.56944127847819,0,0,0,-5.53685288073225,0,0,4.45040284138895,0,-6.02658393660705,0,0,0,-1.12575726306541
"ERR1398252",0,0,0,0,0,0,0,0,-3.02919604652471,0,0,0,0,0,4.56403027025921,0,5.24672145866758,0,0,0,0,0,0,0,-5.79018679550604,-2.68423730566292,0,0,0,0,0,0,-2.69564376639886,0,-1.5678989219336,-4.64923539297997,0,0,0,0,0,4.66899196250916,0,0,0,0,0,3.26843214512698,0,0,0,3.94870308956382
"ERR1398253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.59759620544449,0,0,0,-3.65857650647779,0,0,0,-2.4623999748371,0,0,-2.6249593608239,4.49916860537798,6.33684039259737,0,0,0,0,-4.26500186497418,-4.54656298075052,0,0,0,0,0,0,0,2.36698410992038,0,0,-2.56571915361171,0,0,4.61720969127693,4.44395593200809
"ERR1398254",4.63616724806582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.53679975783337,0,0,0,0,0,0,0,0,0,0,-2.82984871618943,4.39386606919582,0,0,0,-2.53707369348072,0,0,-4.90144175417364,-4.39434053965503,-2.53308479107274,0,0,0,0,0,1.94304165163588,-4.38743155801798,0,0,0,0,5.82661771294405,0
"ERR1398255",0,-2.78173210631285,-2.91482533213534,5.04862557044724,0,0,0,0,0,0,0,0,0,4.81810134117945,0,-3.30054632203038,0,0,0,-2.48624620769413,0,0,-5.61903454422549,0,0,0,0,5.71671392249121,-2.59099698906915,0,0,4.30630475185168,0,-3.13209690945095,0,0,4.48773842732575,5.4249509813985,0,0,0,0,0.411067688346673,0,0,0,0,0,0,0,0,0
"ERR1398256",0,0,0,0,0,0,0,0,-2.55358300676608,0,0,0,0,0,0,-3.67203921610706,4.42293550906335,-2.50612466769703,0,1.89226425910436,0,0,-3.1010604001096,0,-2.4158876267093,0,0,6.36015848968282,-2.26605768198542,4.34073525455293,0,-5.36130363398254,0,0,-4.1844401148375,0,3.92492703808051,0,0,0,0,0,5.3711941703297,0,0,0,0,0,0,0,0,0
"ERR1398257",5.19425202447512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.67288233020077,0,0,0,0,0,0,0,0,-2.36162375189846,-2.52679300912974,-3.17813026910561,4.62956799856083,-2.24107670038587,0,0,0,-2.62159496262447,0,-4.09045232664957,-4.37653387202256,3.88165870872715,0,0,0,5.50468309916346,-4.54073567213222,0,0,0,0,0,-3.5638477641434,0,0,0,-6.17276539793711
"ERR1398258",0,0,-2.77798125275755,4.81160467224992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.43322032725961,0,0,-3.32007636883836,0,0,0,0,0,2.02979613556155,0,0,-4.21446123282302,0,0,0,0,-5.1936902322406,0,0,0,0,0,5.75054095583683,0,-2.47054143793435,0,0,-5.91552897021321,0,0,4.27910329270656,-1.43174396716405
"ERR1398259",5.99270928998733,-2.31340845193729,1.93843826574039,5.04261440076595,0,0,0,0,0,0,0,0,0,4.00694097741466,0,0,0,0,0,0,0,0,-2.32586748656066,0,0,-2.66607800424147,0,0,0,0,0,0,0,-2.30051010090255,0,-4.61778256028806,0,3.98460037808862,0,0,0,0,-4.02852065839558,0,0,0,0,-3.30216725021304,0,0,0,-5.71952145245899
"ERR1398260",0,0,0,0,4.03314823233255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.72706637407572,0,0,0,0,-5.00059392988984,0,0,0,6.45546832308066,0,0,0,0,0,0,0,0,0,0.229198668443615,0,0,0,1.97178409568373,0,0,-2.47692135269746,0,0,5.15645876987298,-4.29015362922423
"ERR1398261",4.50274637082098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.75048800411315,-2.86016693550857,-3.03159350825739,0,-2.54540933622079,0,0,0,-2.8916959665946,0,-4.76398496873269,-4.95395445042943,-4.40877829639458,0,-3.538017768028,0,5.25087398419778,-5.00856433418384,0,0,0,-6.12802653230594,0,0,0,0,0,0
"ERR1398262",6.32769351727411,0,0,0,0,0,0,0,0,0,0,-2.37620641093847,0,0,0,-2.52102381571449,0,0,0,0,0,0,0,4.11571023301633,0,0,-2.86870920730894,4.36654133590865,0,0,0,0,0,-2.64281600788091,0,0,0,-4.57749160070609,0,0,4.96875009919973,0,0,0,-2.54019834679349,0,0,-5.30386643491318,0,0,-4.39975259794879,-0.778396788257606
"ERR1398263",5.68058736545853,0,0,0,4.5836627475221,0,0,0,0,0,0,0,0,0,-2.46117945555466,0,0,0,0,0,0,0,0,0,-2.81543445841702,-2.64050589979081,0,0,-2.79092004090065,0,0,0,0,0,-4.87647552735845,-4.57349037612305,-4.83401531070214,0,0,0,0,0,0,0,-2.82685646612241,0,0,-3.06278238351351,-4.26288786356537,0,4.89625902502863,5.30489470077231
