"","46506__501571","363265__571_936548","491921__47678_638849","47678__638849","328814__1118061","1226323__454154_552398","39492__1535_487173","1226322__1680_626940","901__40518_239935","40519__333367","1680__626940","907__158847_301301","823__665950","571__936548","487175__55565_338188","1735__817_469610","40518__239935","35833__328813_626932","876__52226","861__33038_208479","1535__487173","154046__165179_387090","1547__818_28116","158847__301301","1304__1681_39491","1382__28111_166486","674529__310297_310298","817__469610","291644__562_204516","328813__626932","165179__387090","33038__208479","1211813__216816_360807","371601__550_357276","1681__39491","28111__166486","562__204516","550__357276","1660__573_39485","905__74426_751585","310297__310298","216816__360807","818__28116","74426__751585","487174__28117_40545","573__39485","33039__46228","218538__820_821","55565__338188","454154__552398","28117__40545","820__821"
"ERR1398082",0,0,-2.61020164259888,4.521001862981,0,0,0,0,0,0,0,0,0,0,0,-2.32818106188476,0,0,0,0,0,0,-2.31734572416692,0,-2.42648895405954,-5.76023883068824,0,4.03252788840406,0,0,0,0,0,-3.58068635234525,-4.20280215243578,0.913548589354466,0,-6.20193068823044,0,0,0,0,-4.01376053295959,0,0,0,0,0,0,0,0,0
"ERR1398084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.50142672569336,0,-4.36996939537306,0,0,0,-4.23345228916006,0,0,0,-0.165846920648913,0,-4.51202806769324,0,-4.33259818031155,-0.830712044784603,0,0,0,0.253785115567816,0,-2.90703712196397,0,0,0,-5.0351359947304
"ERR1398085",6.04473033840679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.22366718817974,0,0,0,0,0,-2.45402356763836,0,0,-5.60973178982941,0,0,3.85150454905113,-2.56020866943846,0,0,4.25049350212107,-1.79664539178749,0,0,0,0,-4.43441149344572,0,0,0,0,0,-5.34342333176347,0,0,0,-0.163067425808946
"ERR1398086",4.87148155498673,0,0,0,0.477139646938703,0,0,0,0,0,0,-2.41773095805107,0,0,0,0,0,-2.46375818868868,0,0,0,-2.36447490656855,0,-4.18763285837663,0,0,-2.50373406884152,0,0,4.26735436037265,4.09539067139839,0,0,0,0,0,0,0,0,0,4.33659461587467,0,0,0,-3.31305740870282,0,0,0,0,0,5.73838376026578,0
"ERR1398087",2.82109884115631,-2.19364669796247,0,0,0,0,0,0,0,0,0,-1.59710253309523,0,3.7995075347267,0,0,0,0,0,0,0,-3.00310811625472,0,-2.76626273221789,0,0,0,0,0,0,5.20153583797564,0,0,-2.64602027427959,0,0,0,4.58304155290959,0,-1.77596101231873,0,0,0,3.07605470559749,-3.34539793757194,0,0,0,0,0,-5.79439919941073,0
"ERR1398088",0,0,0,0,-3.88068316254383,0,0,-2.20084282384513,0,0,3.81197159037312,0,0,0,0,0,0,-4.67004895530878,0,0,0,-3.71067044237129,0,0,-1.98743280965425,0,0,0,0,0.618616309217897,6.42706973633116,0,0,0,3.44233460295053,0,0,0,0,-2.17807620874072,0,0,0,3.77253865629593,-2.91854798521143,0,0,0,0,0,5.05507339471398,0
"ERR1398090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.47359497551052,0,0,0,-1.97544474486296,-5.47953203856403,0,0,0,1.87080408524453,0,-2.04834220640866,0,0,-3.42157066564758,0,0,0,0,0.149572288482879,-3.54783277278753,0,0,-4.66802705861701,0,0,0,0,0,-0.447718733555941,0
"ERR1398091",3.33635284021285,6.63362354644504,0,0,0.470807383561168,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.86592746590001,0,0,-3.65722286528568,0,0,0,0,0,0,-1.84988799252711,0,6.33449581727742,0,0,0,0,0,3.20409999136856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1398092",0,0,0,0,0,0,0,0,0,0,0,-1.53841898110663,0,0,-1.38967932772523,0,0,0,0,0,0,-3.883548793633,0,2.66461983860503,-1.46563635836141,-1.51282076643635,0,0,-1.57995475117343,0,6.72650382424518,0,-1.86275403143844,0,-2.53855663810219,-2.62028243021306,2.73656190269223,0,0,0,0,-3.22638462445513,0,0,0,0,0,-1.59881962875095,2.40699520184825,0,0,-2.76923682913506
"ERR1398093",3.92519744059094,0,0,0,0,0,0,0,0,3.32115304786871,0,0,0,0,0,0,0,0,0,0,0,-3.22241679338207,0,0,0,0,0,0,0,0,5.58138960930092,0,-2.24421085632871,-3.08325255654631,0,0,0,5.34035008050485,-2.17114439654972,0,0,-3.88708722605899,0,0,-2.02883666440932,3.76053240539259,0,0,0,0,3.51404818301551,0
"ERR1398094",6.52237432150691,0,-2.39756359593981,4.15270196254529,0,0,0,0,0,0,0,0,0,0,0,-1.37105724440729,0,-1.60156198659127,0,-2.06201330092599,0,0,-1.54751097991447,0,0,0,0,2.37474080739881,-2.42067344279492,2.77398673224703,0,3.57151180308663,0,0,0,0,4.19272939145348,0,0,0,0,0,2.68036764248256,0,0,0,0,-3.12923251229708,0,0,0,-5.41998969999495
"ERR1398095",0,0,0,0,0,0,0,-3.21065982259945,0,0,5.56102593856232,0,0,0,0,0,0,0,0,0,0,-5.66259355728736,0,0,-2.41064973122236,0,-2.1595798248446,0,0,0,2.27823411515429,0,0,0,4.17536781372939,0,0,0,0,-2.26629671180779,3.74050197963154,0,0,3.92534104987738,-5.23124362521986,0,0,0,0,0,-0.849716163794611,0
"ERR1398096",3.57617745005278,0,0,0,0,0,0,0,-2.10090523778373,0,0,0,0,0,0,0,-3.638874613729,-4.41419223294394,0,0,0,-3.51141256536619,0,0,0,0,0,0,-2.9296922785991,0.0793517449532212,6.08194496955001,0,0,0,0,0,5.07437587707587,0,-3.18840115938365,0,0,0,0,0,-3.15487243507618,5.52247280296399,0,0,0,0,5.46439934895048,0
"ERR1398097",0,5.68241820808864,0,0,0,0,0,-1.74289654773032,0,0,3.01878537300532,0,0,0,0,0,0,0,0,0,0,-2.88096803268727,0,0,-2.27276538266217,0,0,0,0,0,4.9899830075961,0,-3.29902803691327,0,3.9365451164546,0,0,0,0,-2.22327452063516,0,-0.943640847573654,0,3.85082442891344,-3.74999199158841,0,0,0,0,0,-6.49517665740753,0
"ERR1398098",0,0,0,0,-0.72857598289014,0,0,0,-2.58203174520574,0,0,0,0,0,0,-2.45746531877744,4.47221016945208,0,0,0,0,0,0,0,0,-3.31891581577167,0,4.25645478996097,0,0,0,0,0,0,0,5.74853081896044,0,0,-2.60761322667494,0,0,0,0,0,0,4.51651859508961,0,-3.08051077139288,0,0,0,-5.33560116931566
"ERR1398099",0,0,0,0,0,0,0,0,0,-3.69313313220468,0,0,0,0,0,0,0,-1.65511354836169,0,0,0,3.44366711916318,-4.03671768728274,0,0,0,-1.82173577742416,0,-3.36081178563318,2.86674075805805,0,0,0,-2.35637759600788,0,0,5.82109676739294,-4.08136571810266,0,0,3.15533892446463,0,0.875917403324999,0,0,0,0,-2.00608006735422,0,0,0,3.4746326007087
"ERR1398102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.36349025550076,0,0,0,-3.30820623114384,0,0,0,0,0,0,0,1.02197911565708,-1.69460085737299,0,0,-0.425829094447255,-2.64092104874973,-2.97969098194926,0,0,2.93513478351979,5.16097617159091,0,0,0,4.57420943521262,0,0,0,0,0,-2.10167234049596,0,0,0,-3.64020327460121
"ERR1398103",4.21939375610438,-4.96334089884498,0,0,0,0,0,0,0,0,0,0,0,0.364454349232458,0,0,0,0,0,0,0,0,0,0,0,0,-2.44607494502903,0,-2.83826202490297,0,0,0,0,-3.05721322895537,0,0,4.91601403232526,5.2952486421224,0,0,-4.23672608391153,0,0,0,-3.47084192327767,0,0,-2.52876049315827,0,0,-6.011674556157,-4.37994165432305
"ERR1398104",3.60166955587225,0,0,0,0.130539362086525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.46276563285371,0,0,0,0,-1.85544220258477,0,0,0,1.56282404665379,0,0,0,0,0,0,0,0,0,3.21372016538433,0,0,0,0.497476744607603,0,0,0,0,0,5.59351814316217,0
"ERR1398105",-1.76328514650019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.84255405918462,0,0,0,0,-2.0413247123334,0,-3.87912843949149,0,4.92344805376892,0,-1.57191201428722,0,0,0,6.71884754628464,0,0,-1.76013849684682,-3.53567811650737,2.72263147377341,0,3.04864930489661,0,0,0,-1.98875350352119,0,0,0,-3.44462211182931
"ERR1398106",4.6783183802409,0,0,0,4.0621944457748,0,0,0,0,0,0,0,3.22424783349465,0,0,0,0,0,0,0,0,0,0,0,0,-2.43652957924323,0,0,-3.11946231732107,0,0,0,-2.12031920551591,0,0,-4.22019302539369,5.40306722589664,0,0,0,0,3.67250059221764,0,0,0,0,0,-2.12400517898862,0,0,0,-3.67888488554771
"ERR1398107",0,0,-2.55153305629412,4.41938489069291,0,0,0,0,0,0,0,0,0,0,0,-2.66003764406546,0,0,0,0,0,-3.62021332723243,0,0,0,-2.54173746911457,0,4.6073203495672,0,0,6.27039341700454,0,-2.8885955574223,0,0,-4.40241843600797,0,0,0,0,0,-5.00319426797317,0,0,-4.87925895364746,0,4.63168646678978,0,0,0,-0.193427386445065,0
"ERR1398108",0,0,0,0,4.51964546783164,0,0,-2.53126552300847,0,0,-4.38428049329807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.93759243173363,0,0,0,0,0,-2.23449019970466,-3.15688654536104,0,0,0,5.46788789029592,-2.953616837357,0,1.32545447595738,-3.87025055490321,0,0,0,5.11581442839322,0,-2.30902237759719,0,0,0,-3.99934407381182
"ERR1398110",4.94043643644896,0,0,0,5.02325052439194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.66405268298937,-6.15146553878971,0,0,0,0,0,0,0,0,-4.61427460097777,0,0,0,-2.35751999793352,0.167164509105251,0,0,-4.08334441628053,-2.90093720599563,0,0,0,0,0,5.02457063035133,0
"ERR1398111",3.72186701542722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33320508566487,0,0,0,-3.73306373138102,0,0,0,0,-4.40383542607552,0,0,1.17560859828102,6.46585605064459,0,-1.83130179350908,0,0,0,0,0,0,0,1.18855903867058,3.17190775034973,0,0,-2.98361931397237,0,0,0,0,0,5.16778024224394,0
"ERR1398112",4.85209801305107,0,0,0,4.13543392178411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.37031476554201,0,-3.29764976770006,0,-2.58601895822086,0,0,0,0,0,-4.10550560384947,0,-4.47911622497487,0,0,0,5.71169694322421,0,0,0,-5.98902436110242,0,0,-2.88938757698235,0,0,-0.768278867804649,5.00456608609176
"ERR1398115",4.02016785840032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.79331903321791,0,0,-1.91254530828821,0,0,0,-4.51630172356985,0,6.57022129485147,0,0,0,3.31262564573266,0,-0.929291126650178,0,0,0,0,0,0,0,-2.78485566862942,0,0,-2.13416375602623,0,0,4.82351150981235,-3.69648005710946
"ERR1398116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38418775481768,0,0,0,0,-2.30508565847952,0,0,0,0,-2.72652688191853,0,0,0,-2.26090910466149,0,0,3.99252547628489,-3.13942979749443,0,4.72248308768524,0,3.91600944056876,0,-2.50873569993995,-2.45293673631389,0,5.43765191605603,0,4.24861105504784,0,4.34525769505787,0,0,0,0,0,0
"ERR1398117",0,0,-2.48499800680608,4.30414280449553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.89509767926341,-2.8893541872297,0,-2.6093090871419,0,0,0,0,0,0,-5.01445627335897,4.51945591158094,0,-2.57678866149971,0,-5.00450825334372,0,0,0,-3.26288202847229,4.4631288820849,0,-6.11962952944493,0,0,-5.65147745241741,-1.01540432822722
"ERR1398119",3.31124804375794,0,0,0,0,0,0,-2.71191829724224,0,0,-4.69718027679923,0,0,0,0,0,0,0,0,0,0,-3.72245472738824,0,0,0,0,0,0,-1.79687628782118,0,6.44748071671139,0,0,-1.69598334528562,0,0,3.11228102542203,-2.93752932282533,0,0,0,0,0,0,-1.81047303212672,0,0,0,0,0,-0.165885415318718,0
"ERR1398120",3.18340943128897,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39799730706509,-3.28085493757597,0,0,0,0,0,-3.85366289465568,0,0,0,0,-2.79365084935026,-0.0939948128195629,-2.39545968917458,0,6.67473992878659,0,0,0,0,0,4.14905788913352,0,0,0,4.8387452096826,0,0,0,0,0,0,-2.02530107678311,0,0,0,-3.50792436561231
"ERR1398121",4.63055636838289,5.53584270680583,0,0,4.21155386990327,0.181346880323363,0,-3.11433235844372,0,0,-5.39418187648033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.350575370012169,0,0
"ERR1398122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.50986669442839,0,0,-2.38772611353941,0,-2.50412099275049,0,-4.95105223889567,0,6.07926744254379,0,0,0,-4.13566294320924,0,-0.400037143060232,0,0,0,-4.33726478774367,0,0,0,-5.74972236378207,0,0,-2.38562901300535,0,0,0.788117162580906,-4.13203065853566
"ERR1398123",5.62549494462422,0,0,0,0,0,0,0,-2.73399812707584,0,0,0,0,0,0,0,4.73542366389351,0,0,0,0,0,0,0,-2.86006672672851,-3.08111760040904,0,0,-5.57600125284431,0,0,0,-3.07316771932446,0,-4.95378088373099,-5.33665222800316,0.777844393383456,0,0,0,0,-5.32288263005053,0,0,0,0,0,-2.87087495336487,0,0,0,-4.97250128140489
"ERR1398124",6.46888775721587,0,0,0,-3.61298615455919,0,3.44732324547267,0,0,0,0,0,0,0,0,0,0,-2.54830979289298,0,0,0,0,0,0,0,0,0,0,-2.74921620968977,4.41380203471597,0,0,0,-2.49082714762073,0,0,4.76178215617461,4.31423917255097,-2.24740031232044,0,0,0,0,0,0,3.89261152588516,0,-2.4088463075811,0,0,0,4.17224419235516
"ERR1398125",5.22052366747652,0,-2.51414876351729,4.35463339619842,0,-2.621740975453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.06524601634472,-3.09910241649524,0,0,0,0,0,0,-2.42211929118393,0,-5.30916183800715,5.36780284322924,0,0,0,0,0,-4.19523367432329,0,0,-2.59227514091685,0,0,-2.63862465125004,0,4.54098857376978,4.48995225126575,-4.57023195806877
"ERR1398126",3.88905943249873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.66637241010891,0,0,-2.47298106296121,0,-2.86365262696634,0,0,0,6.35034329377739,0,-2.39857358318619,0,-4.2833288472045,0,0,0,0,-2.63754378279056,4.95999184513379,-4.15445131177102,0,-4.56835983898066,-2.85599091137422,0,0,-2.48659746610951,0,0,4.9467213644551,4.3069131492737
"ERR1398128",6.24040308534113,0,0,0,4.18917294947092,0,0,0,4.49618875592099,0,0,0,0,0,0,-2.2975281279208,0,0,0,0,0,0,0,0,0,0,0,-3.97943544937743,-2.4498859015374,0,0,0,0,0,0,0,-4.24332685420946,0,0,-2.33910769767391,0,0,0,4.05145337674667,0,0,0,-4.9437709515549,0,0,0,-0.197611368974711
"ERR1398130",4.96430582685723,0,0,0,5.06138756999121,0,0,0,-2.43234132031992,0,0,0,0,0,0,0,-4.21293874814327,0,0,0,0,-2.62353989118341,-2.46770469984889,0,0,0,-2.54226989492328,0,0,0,4.54410438721339,0,0,0,0,0,0,0,-2.53414514557893,0,4.40334062455991,0,-4.27418991821478,0,-3.195951361048,-4.38926814589674,0,0,0,0,5.53555013585403,0
"ERR1398131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.42404572131629,0,0,0,0,0,0,-1.78742030037035,0,5.93062115675864,0,-1.99279498247429,0,0,0,3.09590277472146,0,0,0,0,3.45162215871379,0,0,-5.64388462625167,0,0,-1.77994505562165,0,0,-3.14739352832294,-3.08295527101771
"ERR1398132",5.08723853221486,0,0,0,0.70261168985431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.51832081718463,-2.9137977449912,0,0,0,0,0,0,-2.2814187476479,0,-4.36185960512216,0,3.95153318426633,0,0,5.04684573730438,0,0,0,-3.19391539333552,0,0,-2.37260459025069,0,0,5.53202373633346,4.10947169658533
"ERR1398133",0,6.64328021288994,0,0,0,0,0,-1.39961949023965,0,0,2.42421206835872,0,0,0,0,0,0,0,0,0,0,-3.69520984833801,0,0,-2.71458295749112,0,0,0,0,0,6.40029120195032,0,-3.11662212512898,0,-0.145357583567089,0,0,0,0,-1.48792898882925,0,0.165574906402567,0,2.57716860670685,0,0,0,0,0,0,0,0
"ERR1398134",0,0,0,0,0,0,0,-2.6046614143533,0,0,-4.51140590617414,0,0,0,0,0,0,0,-4.42068571089799,0,0,-3.44547705692601,0,0,0,0,0,0,-2.09555034901264,0,5.96774131890873,0,0,0,0,0,3.62959967430858,0,-3.14443448783036,0,0,0,0,0,-5.20307637663679,5.44632029399401,0,0,0,0,-2.17899726138715,0
"ERR1398135",3.92775691133006,0,0,0,4.39467117481493,0,0,2.51400748241527,0,0,-4.58004952156513,0,0,0,0,0,0,0,0,0,0,-3.09012639465135,0,0,0,0,0,0,0,0,5.35225591734577,0,0,0,0,0,0,0,0,-2.15068944366068,0,0,0,3.72510338772234,-6.86569918009271,0,0,0,0,0,0.23299844555324,0
"ERR1398136",5.37000713892881,0,0,0,-4.15298974034478,0,0,0,0,0,0,0,0,0,0,0,0,-3.08353593645987,0,0,0,-2.4446045151659,0,0,-2.04353145381877,0,0,0,-2.07487912489444,5.34084090891297,-4.23417922467961,0,0,0,-3.5395003048792,0,3.59379606388122,0,-2.3339403056168,0,0,0,0,0,-3.37059425254872,4.04250319116113,0,0,0,0,5.83804049711402,0
"ERR1398137",3.02227764035023,7.28384796655451,0,0,0.216104108650727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.89761342070047,-1.80516111894057,-4.18509559662905,0,0,0,0,0,0,0,-3.28676285777779,-3.12663077385296,0,0,0,0,1.14893376036677,0,0,0,0,0,0,0,0,0,0,0
"ERR1398138",5.17511399967308,0,0,0,0,0,0,-2.43783395206333,0,0,4.22245226539012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.71084862028494,0,-2.05453309544576,0,0,0,-2.3214861523976,0,0,0,-3.55855570714381,0,-1.98721066787393,0,0.737432007521692,-4.02093196502023,0,0,-2.54430506910307,-3.44194984210053,0,0,0,0,4.40686564964156,0
"ERR1398139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.80075935086879,0,-5.93709668881888,0,-6.09966942347048,0,0,0,-2.55929844560683,0,-4.85105749547838,0,0.900580049929121,0,-2.96496080537943,0,0.363430041064177,-4.43283493952309,0,0,0,5.13546275736751,0,-2.50402974445202,0,0,0,4.33710674105461
"ERR1398140",0,0,0,0,0,0,0,0,0,0,0,-2.59287492002037,0,0,0,0,0,0,0,0,0,-5.79928895845374,0,-4.49099109914637,-4.88035093331462,0,0,0,0,0,2.71188885550089,0,-2.83747377460591,0,0.815238794480915,0,0,0,-1.77610686447732,-1.757493040358,0,4.91464874276168,0,3.04406723984876,0,-3.07630732894657,0,0,0,0,0,0
"ERR1398141",4.15468036388704,0,0,0,0.672683443963722,0,0,0,0,0,0,0,0,0,0,0,0,-3.18342053741849,0,0,0,0,0,0,0,0,0,0,-2.23434256067002,5.51384611266704,0,0,0,0,0,0,-3.86999483659402,0,0,0,0,0,0,0,-5.7754605661534,0,0,-2.12955429363498,0,0,0.65246215390359,-3.68849623405224
"ERR1398142",0,0,0,0,0,0,0,0,0,0,0,-2.37284507670528,0,0,0,0,0,-2.50805112641528,0,0,0,-3.43236312969399,0,-4.10988823134321,-2.25667457678019,0,-2.65978195861883,0,0,4.34407197893163,5.94502733065611,0,-2.07469592543701,0,-3.90867502313228,0,0,0,0,0,4.60687748938288,-3.59347875311303,0,0,-3.01507308878883,0,0,0,0,0,5.22225977831588,0
"ERR1398143",3.9247706644458,0,0,0,0,0,0,0,0,0,0,-1.87696453204693,0,0,0,0,0,0,0,0,0,0,0,-3.25099793351003,-2.19706998914756,-2.88241700917023,0,0,0,0,0,0,-4.93830608444648,0,-3.80543684898838,-4.99249270848356,0,0,-2.15299704047208,0,0,-1.48500441842176,0,0,0,-3.72910026264306,0,0,0,0,0,0
"ERR1398144",0,6.73042439150047,0,0,0,0,0,0,-1.71749856685275,0,0,0,0,0,0,-1.90609737952377,2.97479477971569,0,0,0,0,-3.75354309715635,0,0,0,0,0,3.30145750550907,-1.67538109779524,0,6.50132735267424,0,0,0,0,0,2.90184518342188,0,0,0,0,0,0,0,-2.26338469537528,0,0,2.44795186905933,0,0,3.92029728946379,2.89429830635684
"ERR1398145",1.716474957393,0,0,0,0,0,0,0,0,0,0,-1.70049312203258,0,0,0,0,0,0,0,0,0,-3.75542975916605,0,2.94534048528186,0,0,-3.43200504754595,0,-2.36784283516823,0,6.50459514713175,0,0,0,0,0,4.1012240948493,0,0,0,0.538276585400649,0,0,0,-3.35207428274185,0,0,-1.52962397723391,0,0,-5.80596296845388,-2.64938644504472
"ERR1398146",4.39798853223892,0,-2.21347182433948,3.83384566087815,3.78274448225078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.11219911344919,0,0,0,0,0,0,0,0,0,0,0,-3.65843618019593,0,0.901335488081358,0,0,0,-6.38097819644322,0,0,0,0,0,0,-3.19349037174488,0,0,0,0,0,5.53128757734415,0
"ERR1398147",4.95504024720196,0,0,0,4.968442960456,0,0,0,0,0,0,0,0,0,0,0,0,-2.18719549226794,0,0,0,0,0,0,0,0,-2.25395431415424,0,0,3.7883337186937,0,0,0,-3.35982186125946,0,0,0,5.81938216808201,0,0,3.9039633900542,0,0,0,-3.0216804428486,0,0,-2.70990214279411,0,0,5.233704051251,4.69368819485916
"ERR1398149",0,0,0,0,3.62689958785644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.71330323102518,0,0,0,0,-4.73265872762448,0,-2.41391535979723,0,6.43162986004528,0,-2.14974652048461,0,0,0,-4.18102404833972,0,0,-2.27838343039074,0.798931505844763,-3.72347019687376,0,-3.94627586055983,-2.66904454078283,0,0,0,0,0,4.62292075230021,0
