"","28116__84026_626937","239935__1755626","204516__2173_169435","1680__817_40518","46506__218538","823__328812_397865","84026__626937","817__40518","1515__28117_351091","28118__29466_47678","69825__39029_454154","2173__169435","28117__351091","905__39485_1161942","28125__46503_187327","74426__626930","901__45851","1630__39492","309120__310297","122355__589436","84109__301301","1559__44742","29552__39778","288965__820_357276","39497__633701","97478__1465754","562__329854","328814__626932","29375__33043_52226","328812__397865","179995__310298","907__214856","52133__762210","29466__47678","46503__187327","39029__454154","39485__1161942","33043__52226","820__357276"
"SRR6357125",5.55383060780478,6.04858324362034,5.45658714331107,0,-0.560566908930391,-2.67918654800945,0,0,-2.48941710775775,0,0,0,4.31179691186759,0,0,0,0,0,0,0,0,0,0,-3.15311723533973,0,0,0,0,0,-4.64048722410744,0,0,0,0,0,0,0,0,5.46135925382952
"SRR6357126",-4.45499140382829,0.359022366637647,-3.33587392080672,0,-5.22884776926081,0,0.278130974803207,0,2.24153959656961,0,0,5.77790311848123,-4.65220721234397,0,0,0,0,0,3.93529775740519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR6357127",0,1.66674982722017,4.60309595036506,0,0,3.82938899211737,0,0,0,-3.6097481899882,0,0,0,0,-2.71595866486615,-3.72273582747395,3.73122864696155,0,0,0,0,0,0,0,0,0,3.2650699250227,0,0,0,0,0,0,-6.25226726758936,-4.70417839880511,0,0,0,0
"SRR6357128",0,-4.34554150015092,0,5.00823831233635,0,0,0,0,-2.54183953812777,0,0,0,-4.4025952247247,1.09350725658749,0,0,0,0,0,0,0,0,0,0,-4.92925440635725,0,0,0,0,0,0,0,0,0,0,0,-0.0859562275584001,0,0
"SRR6357129",0,0,5.3131684388947,-2.57002413535723,-5.04166501582709,0,0,-4.45141237911699,-5.47286796188114,-2.57594067239804,0,0,0.00797090724352453,0,-2.85374470479367,0,0,0,0,0,0,0,0,0,0,0,0,-0.0276284803657322,0,0,0,0,0,-4.46166012187654,4.94283082053328,0,0,0,0
"SRR6357130",0,-4.0765085595357,0,0,-5.12544903218759,0,0,0,-2.30437207723021,0,4.55619970540237,0,-3.99128951730576,0,0,0,0,0,0,0,-4.1256366764392,0,0,0,0,0,0,0,-2.78808617152977,0,5.5152027552498,5.17871278225018,0,0,0,0,0,-4.82910690496975,0
"SRR6357131",0,-4.66202459861437,-2.5239269478326,-2.36008017125569,-5.91437625257377,0,0,-4.08777876655071,0,0,-2.89451648799426,4.3715697082383,0,0,-2.70180121525181,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.96341839133462,0,0,0,0,0,-4.67965697676747,5.0134496205519,0,-5.13279121787559,0
"SRR6357134",-2.49165280198681,5.77332805684648,-5.41253444371964,5.42524887876861,0,-2.48706262446614,-4.31566924786251,0,0,0,0,-0.294227997038631,0,-2.35029546420653,0,0,0,0,0,0,0,-4.32399046563469,0,-2.31087280809684,0,0,0,0,0,-4.30771882718096,0,0,0,0,0,0,4.07083115680439,0,4.00254911345308
"SRR6357136",0,-4.67261823985826,0,-3.05658803067213,0,0,0,-5.29416576693102,-5.07988489496597,0,0,0,-0.247440270490988,0,-2.8357402514713,0,0,0,0,0,0,0,0,-2.86004765813537,0,0,0,4.0744455883493,0,0,0,0,0,0,4.91164619261645,0,0,0,4.95374785595884
"SRR6357137",0,0.587278817005205,-2.7972236181532,0,0,0,0,0,-2.49189422202485,0,0,4.84493342677299,-4.31608739963437,0,-4.78922746568383,0,0,0,0,0,0,0,0,-3.06695195604499,0,0,0.668989356713975,0,0,0,0,0,0,0,-0.15276682125835,0,0,0,5.31211661224268
"SRR6357139",0,-4.53245590692251,3.32754977951706,0,5.17099495023459,-2.45355988779595,0,0,-2.7886278508334,0,0,-4.48656299076143,-4.83004512104506,0,0,0,0,0,0,0,4.34938921320425,0,0,-2.79807160052008,0,0,0,4.41741090366529,0,-4.24969038507557,0,0,0,0,0,0,0,0,4.84640217531634
"SRR6357140",-2.37024307685751,-4.66796877726302,0,5.12980789517063,0,0,4.10538143540559,0,-2.51302281631748,-2.36082946582972,0,0,4.35268319844171,0,0,5.12432470933373,0,0,0,0,0,0,0,-2.73894725636303,0,0,0,0,0,0,0,0,0,-4.08907658282278,0,0,0,0,4.74399580727214
"SRR6357141",0,-5.17889071767915,0,0,-4.92431228862156,0,0,0,0,-2.35489831812299,0,0,0,5.95643704851065,-2.51886476707761,0,0,0,0,0,0,0,0,2.2539491958426,0,0,0,0,0,0,-5.07405064506377,0,0,4.07880353364752,4.36280175397357,0,0,0,4.4449442054683
"SRR6357142",4.87743382470044,-4.87571496598942,0,0,-5.90001073320422,0,0,0,0,-5.36760494097276,0,0,0,-2.73889132516991,0,0,0,0,0,0,0,0,-4.26172371967275,-2.51942917540375,4.14953583053791,0,0,0,0,0,0,0,0,0.491081722470032,0,0,4.74389893160394,0,4.36377933787065
"SRR6357143",0,5.24654575281732,0,0,0,-2.42293522852772,0,0,-5.50959262358124,4.61121934279234,0,0,0.0149570958057267,0,-2.3020263475428,0,0,0,0,0,0,0,0,-2.82039468165098,0,0,0,0,-2.52821527033048,-4.19664691925853,0,0,0,0,3.98722659430634,0,0,4.37899730068388,4.88506688601655
"SRR6357144",4.69994755174309,0,0,-2.42080474447823,0,1.98300369293468,0,4.19295681264009,-2.93859230865458,0,0,0,-5.08979118132085,-2.59988930019599,-3.26967933483883,0,0,0,0,0,0,0,0,-2.8692400695601,0,0,0,0,0,-5.26383702069902,0,0,0,0,-5.66325073239887,0,4.50314036199416,0,4.96966957959055
"SRR6357145",0,0,5.33225198867358,0,4.65056749109662,-2.49294106159651,0,0,-2.97641921144201,0,0,0,5.15530929884165,0,-2.55103727432288,0,0,0,0,0,0,0,0,-2.97492924704359,0,0,0,4.93348856391839,0,-4.31790057895985,0,0,0,0,4.41852617112925,0,0,0,5.15272860480212
"SRR6357146",-3.34535880175318,-3.98046134725988,0,0,0,0,5.79433141418424,0,-2.3097234442644,0,0,0,-4.00055835689893,0,-2.32453484559772,0,0,0,0,0,0,0,0,-2.6783537865506,0,3.86275487788222,0,0,0,0,-5.01756581546849,0,0,0,4.02621245653952,0,0,0,4.63904483895013
"SRR6357155",4.48759242426607,-5.21481217468629,-2.72203737461802,2.03913836373186,0,-2.26801741835152,0,5.29820114416889,-2.8825610748263,-3.23511544606214,0,4.71470703293981,-4.99274223751951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.92832140103603,0,0,0,-5.60338432093048,0,0,0,0,0
"SRR6357156",5.112870127069,-5.0449438360865,0,-2.52515493847611,5.89556726058641,0,0,4.37369665042409,-2.6516643412103,0,0,0,4.59281736359489,0,-5.97990566550041,0,0,0,0,0,0,0,0,-2.89385336617698,0,0,0,0,0,0,0,0,0,0,0.0392892525065437,0,0,0,5.01230105987276
"SRR6357157",-2.90203307960948,-4.43621117312013,-2.78154658774677,0,4.5282032815886,0,5.02646873912919,0,-2.9344188988275,0,0,4.81778001359725,-5.08256262345954,0,-2.88894932089907,0,0,0,0,0,0,0,0,-2.4587944617042,0,0,0,0,0,0,0,0,0,0,-5.0038070042888,0,0,0,4.25875693304064
"SRR6357158",0,-4.83981500195751,0,0,-4.37850128439375,0,0,0,-2.84199549687189,0,0,0,-4.92248059546407,-2.25294036963937,-2.75212792528845,0,0,3.85146161770294,0,0,0,0,0,-2.9130744356893,0,0,0,0,0,0,0,0,0,0,4.76682539552871,0,-3.90220718663839,0,5.0455929288439
"SRR6357159",0,-4.08459963432503,0,0,-4.85434107037185,0,0,0,-2.87611179179561,0,-3.02523721704376,0,-4.98157175163795,0,-0.43588276229882,0,0,0,0,0,0,0,0,0,0,-4.96258834355526,0,0,0,0,0,0,0,0,-1.13097500355445,5.23986456486806,0,0,0
"SRR6357160",-2.22177030973505,1.75928605649274,0,2.22903550546455,0,-5.77567217786735,-3.84821905920915,4.02383183951327,0,0,0,0,0,0,-3.100379602198,0,0,0,0,0,0,0,0,-2.32169402321859,0,0,0,0,0,0.848529512102892,0,0,0,0,-5.37001499375712,0,0,0,4.0212920078436
"SRR6357161",0,-4.33225053034219,0.610710044747573,-3.19296175845699,0,0,0,5.53037199227197,-2.88666847788304,0,0,0.65009897577485,-4.99985646830094,0,0,0,0,0,0,0,0,4.13845312982434,0,-2.975951743094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15449961991197
"SRR6357162",6.4224248050457,4.51334335712152,6.09751594465723,0,0,2.70643542296485,0,0,-2.55093528995211,0,0,0,4.4183495290175,0,-2.81819858869945,0,0,0,0,0,0,0,0,-2.98437607637064,0,0,0,0,0,-4.48960818357969,0,0,0,0,-4.88126314144635,0,0,0,5.169090993167
"SRR6357163",0,-0.42956375023152,-2.8516939896386,0,0,-2.52632121350496,0,0,-2.82218682915028,0,0,-4.93927887769286,-4.88817097654,0,-2.51038814089343,0,0,0,0,0,0,0,0,-2.49831221423542,0,0,0,0,-2.61516837723605,-4.37571669802966,0,-4.34970447090349,0,0,4.3481198067458,0,0,4.5296044997203,4.32720368822564
"SRR6357164",0,-4.40751567945696,5.48263836151178,5.04860857475089,0,0,0,0,-2.73473100698254,0,0,0,4.73669304912776,0,-5.34392148323697,0,0,0,-4.55955956345353,0,0,0,0,-3.11354813747267,0,0,0,0,0,0,0,0,0,0,-0.0150414336321264,0,0,0,5.39282356591412
"SRR6357165",0,-4.49415908119585,4.99965214957086,-2.5253850992399,0,4.60861975353587,0,4.37409530056087,0,0,0,0,0,0,-5.83788219907762,0,0,0,0,-4.35884353077329,0,0,0,-3.08929050146078,0,0,0,0,0,0,0,-4.02673958271121,0,0,-0.870265185290419,0,0,0,5.35080810787
"SRR6357167",0,0,0,0,-4.94509605402485,0,0,0,-2.48654829852816,0,3.15404283793222,0,4.30682798852471,-2.57713812980389,-2.39893383270672,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43700004015246,0,0,0,0,0,4.15507528224397,-4.16119219522917,4.46373417894337,4.57285998359596,0
