"","28447__1492_1547","197614__40519_387661","729__726_735","572010__196024_633415","1532__2173","28111__487175","149015__840_1352","1492__1547","40519__387661","70856__52226_301302","28901__818_84030","441501__905_36847","264027__589537","283734__1245_1622","1018__2145_76122","281920__1512_28118","43131__1487956","33029__1313_69710","332163__363832","1015__1071862","99675__219748","553__204038","265291__33035_37915","726__735","52584__159_84377","1245__1622","93063__1280_33011","1313__69710","28134__53418","159__84377","288769__294710","1604__13076","1596__1833","61635__536633_626935","840__1352","1605__87650","103892__156974_360807","818__84030","52226__301302","106654__34059_48296","45254__108980","905__36847","294__1393_1661032","483__43675","1522__28130","41276__288000","28133__417948","196024__633415","1737__29367","1144661__1260_246787","1598__421_520083","1328__1338","428712__28123_33033","119854__143361","316__470","29321__59803","33031__36874","34059__48296","376804__33051_225004","1512__28118","358742__850_84026","644__623_1541","2145__76122","28124__150240","118748__137732","2098__46124","114527__467210","49319__166486_454155","539__1358_208479","856__821_351091","28113__859_1379","1280__33011","28131__53419","329__1267_1630","1260__246787","850__84026","291645__1755604","1335__454154_626937","156974__360807","421__520083","216945__147207_371601","1685__47770_84112","28123__33033","54006__287_39484","39950__28116_39496","623__1541","41976__76759_330920","654__28026_165179","33959__204516_216816","1358__208479","450367__33039_234908","36835__817_1535","1686__762212","166486__454155","191610__29385_39483","38286__29363_633701","147207__371601","454154__626937","859__1379","47770__84112","158__851_860","36745__1343_1559","1488215__310297_762210","228604__239935_329854","225324__1282_39497","28116__39496","535744__861_1510","584__31971","1681__1680_78345","76759__330920","573__1507_40518","288965__901_1515","821__351091","28026__165179","354356__305_69825","33932__84031_237258","204516__216816","287__39484","46223__29375_308994","33039__234908","28090__1265_387090","477666__47678_214856","1689__228603_397865","44749__309120","1393__1661032","817__1535","29385__39483","310297__762210","328814__820_187327","851__860","52770__907_38304","29363__633701","300__39490_88431","1282__39497","29375__308994","861__1510","386414__28037_1161942","97478__179628","84031__237258","645466__1623_39778","384638__1303_1308","239935__329854","38986__1354_349096","1529__1735_158847","33034__39492_357276","28025__563_574375","28125__301301_626931","1343__1559","638849__45851_328813","901__1515","305__69825","1265__387090","1590__853_74426","1502__33038","228603__397865","47678__214856","820__187327","907__38304","28037__1161942","28137__39777_341225","1623__39778","2724__28117_39485","1735__158847","96344__261299_310298","39492__357276","1680__78345","45851__328813","189722__46503_410072","158787__29466_33043","853__74426","1307__46506_218538","1303__1308","39486__39488_39491","261299__310298","1354__349096","28117__39485","39777__341225","33035__37915","29389__90742_1297750","46503__410072","563__574375","29348__40520_89014","1267__1630","29466__33043","179995__562_13689","301301__626931","1304__1747_1755626","46506__218538","90742__1297750","39490__88431","562__13689","33051__225004","1507__40518","536633__626935","40520__89014","1747__1755626","39488__39491"
"ERR475481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.52315127282393,0,0,0,0,0,0,0,0,0,0,-2.49814854440745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.26373455263803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5528189423735,0,4.32692020376794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.92090326001826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.32062644515813,0,0,0,0,-2.46640480944042,0,0,0,0,-4.01944290840184,0,0,0,0,-2.37243525943446,0,0,0,0,-4.27193844198304,-2.46640480944042,0,-2.83911598338982,0,4.10917840700834,0,-4.27193844198304,4.37022619971312,-6.15366291828403,0,0,-4.91749313181205,0
"ERR475482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.05435450610412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.02545994666494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.31542026013789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01042553143317,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3459404934057,0,0,0,0,0,-2.96972092369901,0,0,-2.92684817852993,0,0,-3.04365649324134,0,5.75153453056866,0,5.14370752414706,0,-5.27176768708092,5.29029718889928,-5.2402503438883,0,5.06944975125427,0,4.06328812611187
"ERR475483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.45532958855621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.28326216079584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.65147029211153,0,0,0,-2.45199104504539,0,0,0,0,0,-2.3275733498549,0,0,-2.89473186264185,0,-4.59248126069667,-2.46538511891291,0,2.02518560299017,0,4.03147530029197,0,-4.2701722861814,4.25275559670655,-5.68677687706678,0,5.01382266038417,-3.99357361402825,4.24697306972252
"ERR475484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.39407959271007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.43260674785265,-2.30466237240805,0,0,-2.46138804333134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.14666749193765,-5.94544928968456,0,0,3.99179232330297,0,0,0,0,0,0,0,0,-4.26324914819242,0,0,-2.33735827798954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.8442508077304,0,0,0,0,0,0,0,4.04842329296958,0,0,0,0,-2.39117953963369,0,0,0,0,4.92638690845787,0,0,0,0,0,0,0,0,-4.14164445266471,0,0,0,0,0,0,0,0,-2.97944506723082,0,-2.9061770042901,0,0,0,5.16055023480425,0,0,0,0,-5.03364622721876,0
"ERR475485",0,0,0,0,0,0,0,0,0,-2.63856798871417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57013381567776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.28311169426961,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.96720892486806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.1393566145433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.27888339496299,0,-3.14522744048061,0,0,0,0,0,0,0,0,0,-2.98513189434433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.94714182460095,5.44769372827224,0,0,0,0,0,0,0,0,0,0,0,0,-2.44571033412398,-5.17040010829871,0,0,0,0,0,0,0,0,0,0,-3.95446545382963,0,5.64908274494601,0,5.38910486911618,-4.236094559299,0,0,0,0,0,0,0,0,0
"ERR475486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.13684751069154,0,0,0,0,0,0,0,0,0,0,-2.19220960969772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.39569154367124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.1494594729017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.74691408779445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.11121395442148,0,0,0,0,0,4.7577947640867,0,0,0,0,0,0,-2.2226035082419,0,0,0,-3.65672983470641,3.70112845654483,0,0,0,1.23155165786918,0,0,-2.5139612326637,0,0,0,0,0,4.35430858323201,0,0,3.79701842483719,5.52764545275858,0,3.84966220135581
"ERR475487",0,0,0,0,-4.49957303059978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.24110839121931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.41868391174203,0,0,0,-3.03582911923612,0,-3.8817135988608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.18928342258663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.39799343551577,0,0,0,1.8708433008972,0,0,0,0,0,0,0,0,-3.09236008434241,0,-4.15344646652995,0,0,-2.25787356563753,0,0,0,0,0,-5.25821027761403,0,5.35612478137903,-3.9107517327509,4.09486163874497
"ERR475488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.90580713926192,0,0,0,0,0,0,0,0,0,0,-2.48800724120794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.39353193280124,0,4.30935495137143,0,0,0,0,0,0,0,0,0,-2.49620280973599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.49289252152765,0,0,0,0,0,0,0,0,0,0,4.32355009245892,0,0,0,0,0,0,-2.78659141299532,4.31781650509438,0,0,0,0,0,0,0,0,0,0,0,0,-4.82651790724305,0,0,-2.78359230521202,0,0,0,0,0,-2.88286075524371,0,-3.10485243226454,0,4.82132330018499,0,-4.99326129922849,5.03300560219802,-4.14571891715028,0,0,-5.37776216268599,0
"ERR475491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.56999482516605,0,0,0,0,0,0,0,0,0,0,-3.01395055578536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.73049063243755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72934850497271,0,0,0,0,-2.47915485387653,0,5.2203154941207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.43214901176686,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.21890273109796,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465677113547374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.57530307488389,0,0,0,0,0,0,0,0,0,2.75307941723536,0,0,0,0,0,-4.43478328720174,4.45136161237669,-4.29402216674514,0,0,0,0
"ERR475492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.93389754912088,0,0,0,0,0,0,0,0,0,0,-2.89608883745662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.45915514747551,0,5.01617300970794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.38336516476689,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00867286942419,0,0,0,-2.29451523951505,0,0,0,0,0,0,0,0,0,-4.12810955836603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.78281981165481,0,0,0,0,0,-2.92941477400641,3.97421697358113,-3.00845796440697,0,4.81998530209539,0,-5.073895225022,5.08165961927917,-4.25938165912211,0,0,-5.21080204678812,0
"ERR475493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.63860031020084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.19259526504291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.73150440990921,0,4.57018979813486,0,-2.56117344255816,0,0,0,0,0,0,0,0,0,0,3.79768639948926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.43608252950682,0,0,0,0,0,0,0,0,0,0,-2.49542608430758,0,0,0,0,0,0,0,0,-2.25773666269971,0,-2.22158475131129,0,0,-4.32220476455338,0,0,0,0,0,-2.47026751705215,0,0,0,0,-3.24737851033196,-3.9105146099069,0,0,0,0,-4.7311044190612,0,4.27862884782134,-5.62462457130229,3.84789766259142
