"","39492__310298","626940__246787_751585","246787__751585","46506__329854","33043__88431_310297","817__100886","338188__28111_360807","88431__310297","410072__818_40545","328814__28117_487174","1118061__820_411489","384638__218538_357276","214856__28116_328813","487175__823_291644","28111__360807","818__40545","28118__166486_674529","573__33038_658081","820__411489","52226__39488_469588","216816__261299","29348__46503_387090","28117__487174","823__291644","218538__357276","39496__1735_47678","40520__46228_457412","1161942__45851_165179","28116__328813","1623__39491_204516","376805__665951","187327__821_40518","158847__33039_239935","166486__674529","46503__387090","1735__47678","33038__658081","39491__204516","658082__853_487173","46228__457412","821__40518","39488__469588","45851__165179","33039__239935","853__487173"
"ERR321497",-4.2575973180011,2.6919739798559,-4.0467268051215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.44464131433499,0,0,0,-2.39488546004867,0,-3.76170849282734,0,-0.367980564562569,0,0,0,0,4.23424296271016,4.14806329511227,0,1.01473396318263,0,0,0,0,-6.51547023284029,0,0
"ERR321514",0,0,0,0,0,0,-2.37095488911061,0,0,-2.5655788050125,0,-2.3241395439519,0,-2.35544940252956,-4.10661433039341,0,0,0,0,0,0,0,-4.44371284110349,-4.07975803983895,-4.02552777400466,0,0,-6.23184112958393,0,-2.25595365876022,0,-2.38021786293945,0,0,0,0,0,3.90742635649359,0,0,4.12265827169415,0,2.01249221025089,0,0
"ERR321515",0,0,0,0,0,0,-2.40335136644226,0,0,-5.06005632201682,0,0,0,-2.3480522870854,-4.16272667511808,0,0,0,0,0,0,0,-0.456887232019251,-4.06694586006022,0,0,0,-6.31305091898,0,0,0,-2.32554865670385,0,0,0,0,0,0,-2.36592924403124,0,4.02796842888462,0,1.63436421350671,0,4.09790965777513
"ERR321521",0,0,0,0,0,0,0,0,0,0,0,-2.48294298994565,0,0,0,0,-2.21784246356937,0,0,0,0,-2.20034817929448,0,0,-4.30058341088285,0,0,-6.69983850699715,0,-2.20460751586718,0,-5.03024131654579,0,3.84141583008588,3.81111484087971,0,0,3.81849222823017,0,0,0.766569719458015,0,1.10175417751131,0,0
"ERR321523",4.22914121339736,5.22421390229639,0,0,0,0,0,0,0,0,-2.55981931241531,-2.63245398850231,0,0,0,0,0,0,4.43373710729935,0,-4.77769390748836,0,0,0,-4.55954405667333,0,0,-2.81555757814136,0,-2.47942970216742,0,-2.5066457015706,0,0,0,0,0,4.29449821794934,0,0,-4.34163771169441,0,4.87668877697642,0,0
"ERR321529",0,-2.88875907348274,5.00347748609771,0,0,0,0,0,0,-2.36380322536564,-3.26250769080258,-3.06909331504283,-2.83648384806441,0,0,0,-3.02492154427981,0,5.65082908055428,0,0,0,-4.09422728542847,0,-5.31582555482418,-2.27461056519335,0,0,4.91293413969603,-6.19402499400097,0,0,0,-5.23931780360234,0,-3.93974106634783,0,0.289702129627859,0,0,0,0,0,0,0
"ERR321530",5.03674673026723,-2.82597096541535,-4.89472529281385,0,-3.17299392253805,0,0,-5.49578668594318,0,0,0,0,0,-6.24647812685626,0,0,0,0,0,-2.271697276725,0,-2.71026600025815,0,0.739370490510814,0,0,0,0,0,0,0,-5.97700044116013,0,0,4.69431841447359,0,0,0,0,0,0.387602504561416,3.93469510270356,0,0,0
"ERR321532",4.25357581166235,-2.69018658444641,-4.65953984610137,0,0,0,0,0,0,-2.82320252127102,-2.71377509672943,0,0,0,0,0,-2.6740866932738,0,4.70039634785053,0,0,0,-4.88993020689796,0,0,0,0,-2.4831652431461,0,-3.14546408839683,0,-5.27577957015322,0,4.63165401659407,0,0,0,5.44810361448664,0,0,0.602748899383955,0,-4.30096836471817,0,0
"ERR321534",4.43094320541076,1.46197879525319,-4.99464537651669,0,0,0,0,0,0,0,0,-2.19587591754641,0,0,0,0,0,0,0,0,0,0,0,0,-3.80336865630731,-2.68603894501666,0,-6.5914102358551,0,-2.52893852397163,0,0,0,0,0,4.65235592387756,0,4.3802500127371,0,0,0,0,0.841135417987481,0,0
"ERR321535",4.74800616965327,1.9015172683828,-5.14576062724289,0,0,0,0,0,0,-2.45577861319158,0,0,0,0,0,0,0,0,0,0,0,0,4.25353333018886,0,0,0,0,-6.58132563691556,0,-2.52344138540224,0,0,0,0,0,0,0,4.37072868943868,-2.71140763744861,0,0,0,0.148714139284555,0,4.69629578809129
"ERR321536",4.76271577150661,1.81988768833441,-5.13201588917107,0,0,0,0,0,0,-2.40482331050951,0,0,0,0,0,0,0,0,0,0,0,0,4.16527615702846,0,0,0,0,-6.60975239201432,0,-2.54768610827355,0,0,0,0,0,0,0,4.41272178126721,-2.61040273903116,0,0,0,0.236086383868334,0,4.52135017221893
"ERR321537",4.77693310998164,1.84941521624824,-5.14276817134275,0,0,0,0,0,0,-2.39420867046174,0,0,0,0,0,0,0,0,0,0,0,0,4.14689106116167,0,0,0,0,-6.60281640746169,0,-2.53980171161411,0,0,0,0,0,0,0,4.39906560566603,-2.60847629899108,0,0,0,0.218641923805559,0,4.51801348019177
"ERR321549",5.31973361613838,0,0,0,0,4.35669430676999,0,0,0,-5.16787933276504,-2.60461828883562,-3.37905572093346,0,0,0,0,-2.40029488516729,0,4.5113312105864,0,0,0,-0.31233134582247,0,-5.85269619026304,0,0,0,0,-3.03416660206436,0,0,0,4.15743269425745,0,0,0,5.25533071340409,-2.50884980970684,0,0,0,0,0,4.34545533897175
"ERR321550",5.29932052455931,0,0,0,0,4.40600799075786,0,0,0,-5.14673877632035,-2.63832558038008,-3.37034514663218,0,0,0,0,-2.39299655373305,0,4.56971395212694,0,0,0,-0.358895312413432,0,-5.83760903301012,0,0,0,0,-3.03699688593542,0,0,0,4.14479161340287,0,0,0,5.26023290886861,-2.50158805017249,0,0,0,0,0,4.33287760250591
"ERR321553",3.77226195918296,0,0,0,0,0,0,0,0,-5.64459217334612,0,0,0,0,0,0,0,0,0,0,3.67531552139552,0,0.106689840976134,0,0,0,0,-3.23122087816377,0,0,0,0,-5.24945826477401,0,0,0,0,0,-2.82261187072862,0,0,0,-5.59663873145697,-1.43812827224612,4.888907170149
"ERR321556",5.48391934634436,-2.65119045768569,-4.5919965732534,0,0,0,0,0,0,0,-2.49371591284244,0,0,0,0,0,0,0,-4.3192426606861,0,0,0,0,0,0,0,0,-5.45988866913537,0,-2.98910362751992,0,0,0,0,0,0,0,5.17727935195294,-2.5983671066284,0,0,0,-0.325420146138346,0,4.50050384539614
"ERR321557",4.48170211066626,-2.82768027641728,-4.89768590631514,0,-2.45177641876806,0,0,4.24660132610554,0,-5.81794129002334,0,0,0,0,0,0,0,0,0,0,4.42975425693121,0,0.245401398321072,0,0,0,0,0,0,0,0,-5.67870623182135,0,0,0,0,0,0,0,0,-0.629301104600779,0,0,0,0
"ERR321560",0,-3.18863920441561,-5.52288510905383,0,0,0,2.10993633748736,0,0,-5.40098905020132,-2.85689546956638,0,0,0,4.99661432245308,0,0,0,4.94828810520232,0,0,0,-0.000411162009565228,0,0,0,0,0,0,0,0,-5.28684802601272,0,0,0,0,0,0,-2.54495371384644,0,-0.270528339263411,0,0,0,4.40798913529314
"ERR321562",0,0,0,0,0,0,0,0,-2.53966068479856,-5.28871139591583,0,-3.28559630977365,0,0,0,4.39882134005628,-2.72535687818966,0,0,0,0,0,0.108421719011897,0,-5.69081974168878,0,0,0,0,-2.71982107735937,0,-2.85664747646931,0,4.72045658178179,0,0,0,4.71086829348315,0,0,-4.94785856855826,0,0,0,0
"ERR321565",5.18360638713288,-2.610084572325,-4.52079909131858,0,0,0,0,0,0,0,-4.95829000709451,0,0,0,0,0,0,0,-0.985877365411258,0,0,0,0,0,0,0,0,-6.19677657048285,0,0,0,0,0,0,0,0,0,0,-2.47838676270597,0,0,0,-1.47834219957638,0,4.2926917938129
"ERR321575",0,0,0,5.42415661590846,0,0,0,0,0,0,-2.52124696945308,-2.65031471147327,-2.74423495551219,0,0,0,0,0,4.36692784952179,0,0,0,0,0,-4.59047973631895,-2.49407476581543,0,0,-4.75315437085363,-5.41782414810769,0,0,0,0,0,4.31986421226777,0,-0.187348577450987,-2.40795307051773,0,0,0,0,0,4.1706970603782
"ERR321576",0,-2.92964461436519,-5.07429332020104,0,0,0,0,0,0,-2.37072272447365,-2.96771048845835,-2.5499490134737,0,0,0,0,0,0,5.14022534816491,0,0,0,4.10621220944648,0,4.41664124804659,0,0,0,0,-2.49321550572394,0,-3.05268068766924,-2.32794373535083,0,0,0,0,4.3183759301324,-2.77843171981694,0,-5.28739805032743,0,0,-4.03211682678931,4.81238490408392
"ERR321577",0,-6.09986665433112,0.227134044657107,0,0,4.49608045156503,-2.70075709606885,0,0,0,-3.0301919697889,0,0,0,-4.67784850929343,0,-3.03930507466822,0,5.24844644836159,0,0,0,0,0,0,0,0,0,0,-2.85486288668174,0,-2.75361665726309,0,5.26423080902727,0,0,0,4.94476756837553,-2.99976480551191,0,4.76940395494765,0,0,0,5.1957450539036
"ERR321581",0,0,0,0,0,0,0,0,0,-2.49695092139542,0,0,0,-2.44531343954885,0,0,0,0,0,0,0,0,-4.32484585986279,4.23540711772961,0,0,-2.45672641694147,-3.21843014381344,0,-2.32216240696458,0,-5.49416673599115,-2.44246625953598,0,0,0,0,-4.02210327228909,-2.64108057951416,-4.25517497443927,-0.442126283211926,0,-5.57448452969608,-4.23047565728904,4.57448575060198
"ERR321582",-5.30631040240472,0,0,0,0,0,0,0,-0.293858326523156,0,-2.53816004153198,0,0,0,0,0.257328548842383,0,0,4.39622214967452,0,0,0,0,0,0,-2.73835906823248,-2.65285782612161,0,0,0,0,-3.08883806058857,0,0,0,-4.74297703554563,0,0,-2.7252681585245,-4.59488454009934,5.35002445729191,0,0,0,4.72030291481411
"ERR321583",4.99326160637787,0,0,0,0,0,0,0,0,-3.13947085354891,2.59750049907408,-3.14053220045168,-2.66854516280181,0,0,0,0,0,-4.56519344052529,0,0,0,-5.43772302722835,0,-5.4395613339884,0,0,0,-4.6220558042649,-2.38538690799206,0,0,0,0,0,0,0,4.13161132035188,-2.84653564936183,0,0,0,0,0,4.93034437025075
"ERR321585",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13857999378101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54695701907451,0,0,0,0,0,0,0,0
"ERR321586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10942746244831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56608654654895,0,0,0,0,0,0,0,0
"ERR321587",0,4.416055158738,-3.8777367876718,0,0,0,-2.25679561158708,0,0,-2.87411772560635,0,0,0,-2.31704162236076,-3.9088846615673,0,0,0,0,0,0,-2.35286971289113,-4.9781179276845,4.01323381318065,0,0,0,-2.7601711405108,0,-2.55219581311333,0,0,0,0,4.07528988631744,0,0,4.42053281917685,-2.79131008201151,0,0,0,-4.78075665295003,0,4.83469088172318
"ERR321589",4.90665435864128,5.60800736496529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2015729393924,0,0,0,0,0,0,0,0,-2.19674422950403,0,-3.11666012895592,0,-3.15246550400098,0,-5.28996553693599,0,3.81323618759639,0,3.80487261673472,0,5.46023042203792,-3.00548359587476,0,-0.915671672192789,0,-5.39821369327582,0,5.20565028936988
"ERR321591",0,0,0,0,0,0,0,0,0,0,0,-6.29692799076661,0,-2.59234359140397,0,0,-5.10520291072407,0,0,0,0,0,0,4.49007081098725,-0.533831828979553,0,0,0,0,-2.67609425771325,0,0,-2.43927518249998,0.394128343899411,0,0,0,4.63513122020267,-3.19547958907564,0,0,0,0,4.22494854973181,5.53473300282833
"ERR321592",0,0,0,0,0,0,0,0,-3.38275550955434,0,-3.11885926808094,0,0,0,0,5.85910441213166,2.04078575256464,0,5.40202271397327,0,0,-3.13212109613173,0,0,0,0,0,0,0,0,4.61448346294421,-3.08192902045585,-2.73537673761704,4.65430188296753,5.42499287395848,0,0,0,-2.53488202245072,0,5.33805764875051,0,0,-4.73781148739471,4.39054445407761
"ERR321594",4.14547252972104,5.81316452323728,0,0,0,0,-2.48872362101963,0,0,-2.61814350195735,0,0,0,0,-4.3105957576028,0,-2.45599623609168,0,0,0,0,-2.47612371236876,4.53475756689643,0,0,0,0,-3.50983447035351,0,-2.71816623025661,0,0,0,4.25391026410871,4.28877207564876,0,0,4.70800201422241,-2.46988224417357,0,0,0,-6.07921162880888,0,4.27796153562086
"ERR321597",0,0,0,0,-5.85002246550892,-4.09832644742835,0,0.0201782840327822,0,0,-2.38068797741871,0,0,-2.35946916449168,0,0,0,0,4.12347253385759,0,0,0,0,4.08672047179169,0,0,0,0,0,-2.90118813814802,0,-2.43435972901026,0,0,0,0,0,5.02500525758853,-2.51193414172733,0,-4.21643473454537,0,0,0,4.35079755873866
"ERR321599",4.18944688435279,0,0,0,0,0,-2.25604368319142,0,0,-2.3266038862631,-2.48782608542258,0,0,0,-3.90758228338236,0,0,0,4.3090411803471,0,0,-5.04528781351615,4.0297961400949,0,0,0,0,-3.67144091590849,0,-2.5846230210921,0,0,0,0,-0.704586951266872,0,0,4.47669839094369,-2.73975685886599,0,0,0,-6.35912220334072,0,4.7453980799412
"ERR321602",0,0,0,0,0,0,-2.48407879411942,0,0,0,0,0,0,0,-4.30255068141926,0,2.39440260601686,0,0,0,0,0,0,0,0,0,0,-3.41331385166081,0,-2.91534609998052,0,-2.54742899951614,-2.59857893775666,-4.18443191127602,0,0,0,5.04952756681404,-2.86672110641566,0,4.41227645583631,0,-5.91203301325515,-4.5008707476729,4.96530660744199
"ERR321603",0,-2.72400577729206,-4.71811640638099,0,0,0,0,0,0,-2.44945858855295,0,0,0,0,0,0,-2.56665863104227,0,0,0,0,-2.21335896464198,4.24258672640966,0,0,0,0,-3.63058148109884,0,-4.41601175581144,0,0,0,4.4455831546504,3.83365018214796,0,0,0.103016669444402,-5.50060034921208,0,0,0,-6.28835158628186,0,0.0485674033359544
"ERR321606",4.73398340964884,-2.75128932225629,4.76537289246963,0,0,0,0,0,0,-2.50863976526604,0,-2.6544788408368,0,0,0,0,-2.56085046922321,0,0,0,0,-2.72580493467766,4.34509153132844,0,-4.59769221994588,0,0,0,0,-2.94595843768441,0,-2.5572700204814,0,4.4355231232812,4.72123263838367,0,0,-5.10254969105563,-2.75869567566996,0,-4.42932160414649,0,0,0,4.77820107288092
"ERR321607",5.5344597131064,0,0,4.04762620831021,6.32960038867879,0,0,0,0,0,-2.25412889191568,0,0,0,0,0,0,0,3.90426576760689,0,0,0,0,0,0,0,0,0,0,-5.6074793365153,0,-2.47087324986152,0,0,0,0,0,1.2337794346409,-2.76480893325872,0,4.27967800782298,0,0,0,4.78878954562441
"ERR321613",0,-3.00011650499717,-5.19635421528106,0,0,0,0,0,0,-2.65672644514582,0,0,0,0,0,0,0,0,0,0,0,-2.62379965832764,4.60158518480441,0,0,-2.4891419849909,0,-3.08273843083378,0,0,4.41816805182818,-2.22184246543418,-2.46800011884931,0,-4.54455431710534,4.31132038525709,0,0,-2.71025613758028,0,-3.8483440365461,0,5.33945958864927,-4.27470159893304,4.69430133181443
"ERR321614",4.13002898372203,-2.72516991068602,-4.72013274456613,4.46233735072141,-3.31480524504157,0,0,-5.7414111016078,0,0,-2.77492391965929,0,0,0,0,0,0,0,4.80630921598807,0,0,-2.35344329335307,0,0,0,0,0,0,0,-3.17308916054349,0,-2.56789522128473,0,0,4.07628335681975,0,0,5.49595164300741,-2.93267452830728,0,4.44772499177848,0,0,0,5.0795412850913
"ERR321617",0,0,0,0,0,0,0,0,0,-0.926700149723983,0,-2.80854789498092,-2.83320441145092,-2.5038086567598,0,0,0,0,0,0,0,0,-0.831241740706834,4.33672380593875,4.86454764959758,-2.54452346293014,0,0,-4.90725398886127,0,0,0,0,0,0,-4.40724391884611,0,0,-2.61758386585287,0,0,0,0,0,4.53378824872972
"ERR321618",0,0,0,0,0,0,-2.41952616305132,0,0,0,-2.40038092625758,0,0,0,-4.19074224464707,0,-3.51522693757648,0,4.15758172179736,0,0,0,0,0,0,0,-2.35056729822762,0,0,-2.89165699374682,-3.77414736889331,-2.59070449919714,0,6.08855165601721,0,0,0,5.00849683123137,-3.1491439296378,-4.07130198714015,4.48723182000672,0,0,0,5.45447728647979
"ERR321622",0,-2.89532762340843,5.01485454830104,0,0,0,0,0,-2.68768655740634,-2.94826950243243,-2.72948628516003,-2.8118781522777,-2.49155193250936,0,0,4.65520967224767,0,0,4.7276089244596,0,0,0,-5.10655257261878,0,4.87031582443787,-2.77644752855989,0,0,4.31549453680264,-2.86122931018151,0,0,0,0,0,-4.80894818401477,0,4.95579453733962,-2.77440658938247,0,0,0,0,0,4.80541317366432
"ERR321623",4.57373320232431,0,0,5.84461946075362,0,0,0,0,0,-2.65234668034715,-2.85102393694671,0,0,0,0,0,0,0,4.93811831238675,0,0,0,4.59399920964791,0,0,0,0,0,0,-5.83438757867107,0,-2.79327917064217,0,0,0,0,0,-0.164882965681059,-2.93830493634823,0,4.8381014432761,0,0,0,5.08929343788558
"ERR321626",0,0,0,0,0,-4.75421588953642,-2.12592889828022,0,0,0,0,4.70254174470853,0,0,-3.68221686510027,0,0,0,0,0,0,0,0,0,0,-2.17589192873312,0,-3.37819233922366,0,-2.89278488375101,0,0,0,0,0,3.76875537234481,0,5.01045039402398,-2.92805345503094,0,0,0,-5.85120076927534,0,5.07153735139118
"ERR321630",0,0,0,5.33191365778487,0,0,0,0,0,0,-2.59245219185511,-3.00628837953221,0,-3.06069436636198,0,0,0,0,4.49025891248635,0,0,-2.78293446581715,0,5.30127814897879,5.2070442155537,0,0,0,0,0,0,-5.41573022957192,0,0,4.82018388892986,0,0,0,-2.58750303846928,0,0.326926392098429,0,0,0,4.48168672736765
"ERR321632",4.46150286867711,0,0,0,0,0,0,0,0,0,0,-2.54153497766613,0,0,0,0,0,0,0,0,0,-2.43636131352503,0,0,-4.40206771053117,0,0,-3.3459510900995,0,-2.80345129896677,0,-5.18244875785839,0,0,4.2199015806206,0,0,4.85572008635542,-2.73438551360968,0,0.165216255181709,0,5.79535728769281,0,4.73609463705228
"ERR321633",4.19094533704045,-2.42465546101794,4.19962644933241,4.26579942395964,0,0,0,0,0,0,-2.9635571803137,-3.02717404850364,0,0,0,0,0,0,5.13303160743889,0,0,-2.59066704532657,0,0,5.24321925536227,0,0,0,0,-3.23072045285822,0,-2.63513713923816,0,0,4.48716694799996,0,0,5.59577196940237,-2.90524065264783,0,-4.56419141007219,0,0,0,5.03202441860061
"ERR321635",0,0,0,4.3730039101947,0,0,0,0,0,2.06049403389552,-5.11415900874148,-2.7033859257404,0,0,0,0,0,0,-0.839497407433512,0,0,0,-4.1229393779404,0,-4.682401775849,0,0,0,0,0,0,0,-2.29409536083277,0,0,0,0,0,-2.32384104176994,0,0,0,0,-3.97348972237042,4.02501075305932
"ERR321636",0,-3.18833862663418,-5.52236449306478,0,0,0,-2.43783926915918,0,0,-2.45712234190826,-2.5537218141202,0,0,0,-4.22246147487028,0,0,0,4.42317593045314,0,0,0,4.25586073659773,0,0,0,0,0,0,-5.2595085535659,4.40240551153609,-2.80607190181655,0,0,0,0,0,0.474870154489063,-2.95604364475877,0,-4.8602591036377,0,0,0,5.12001778211328
"ERR321637",-4.55667554241144,-3.17906565631367,-5.50630323733257,0,-2.73815109719419,0,-2.53033676078189,-4.74261681914081,0,-2.42268029893496,-2.58828055203143,0,0,0,-4.38267182993349,0,0,0,4.48303342036086,0,0,0,4.19620536825151,0,0,0,0,0,0,-5.56708248118458,0,0,0,0,0,0,0,1.05875012826941,-2.80205032355413,0,0,0,0,0,4.85329352576057
"ERR321643",0,0,0,0,0,0,0,0,0,-5.21900262981116,-5.67093687465359,-2.77764853780787,4.90061863024086,0,0,0,0,0,-0.161980638608679,0,0,0,-0.220316646735618,0,-4.81102839305263,0,0,0,0,-2.43348964255764,0,0,0,0,0,0,0,4.21492770060245,-2.52043262544985,0,0,0,0,0,4.36551736433336
"ERR321645",-3.85204055556617,0,0,0,0,0,0,0,0,-2.58952415323395,0,0,0,0,0,0,0,0,0,0,0,0,4.48518740082798,0,0,-2.38486199617038,0,-6.03444622363167,0,-2.90527735613418,0,-2.42607082645176,0,0,0,4.13070214640723,0,5.03208799090378,-5.36859221439838,0,-4.20207793417507,0,-0.39813985345593,0,1.15805774175817
"ERR321646",0,-2.31275551170071,4.00581005175058,0,0,0,-2.27852678852448,0,0,0,0,5.14579765218128,0,0,3.94652416413115,0,0,0,0,0,4.0051916448378,0,0,0,0,0,0,-2.95967584470622,0,-2.60705008603138,0,-2.50812092342352,-2.90569513543264,0,0,0,0,4.51554320688316,0,0,-4.3441928708961,0,5.1263089369655,-5.03281160587505,0
"ERR321651",0,0,0,4.36229645367912,0,0,0,0,0,-2.76489952903428,-2.79163881147513,0,0,0,0,0,0,0,4.83526025785612,0,0,-2.5669331040998,4.78894646211063,0,0,-2.63010930658839,0,0,0,0,0,-2.80501303657711,-2.60078258313107,0,4.44605855593135,4.55548294847083,0,0,-2.75601897867162,0,-4.85842509524461,0,0,-4.50468757342324,4.77356489768333
"ERR321653",5.33442257317615,0,0,-4.94569399340585,0,0,0,0,0,0,-3.00969309420925,-2.72276020575324,0,0,0,0,0,-2.94755407070589,5.21294135435961,0,0,0,0,0,4.7159590131913,0,0,0,0,-2.53972808422176,0,-2.92488642022984,0,0,0,0,-5.10531340851907,4.39893807928165,0,0,5.06605188620634,0,0,0,0
"ERR321654",0,0,0,4.78141896436308,0,0,0,0,0,-2.58543504677468,-2.50938117025929,0,0,0,0,0,0,0,-4.34637568244573,0,0,0,-4.47810486068296,0,0,0,0,-3.37383488608278,0,-2.87499541510129,0,-2.5399052666578,-2.68446433450088,0,0,0,0,4.97963813048301,-2.68955933678983,0,-4.39924496826309,0,5.84365343904373,-4.64962861846209,4.65845342129125
