"","1078764__28111_357276","28111__357276","165179__1118061","154046__546_411489","147802__1260_33043","1747__52584_552398","548__43765_387661","28126__47678_218538","116085__287_674529","40520__729_46228","546__411489","88431__28117_39485","322095__573_246787","1260__33043","817__853_39491","291645__37734_626933","47678__218538","158836__46506_54291","384638__329_387090","287__674529","46506__54291","310298__550_820","1623__39492_363265","626940__40518_74426","28117__39485","823__166486_338188","296__216816_239935","573__246787","1286__562_571","729__46228","371601__818_1351","550__820","100886__40545_328813","853__39491","39492__363265","626929__33039_751585","1283__1735","454155__45851_301301","562__571","37734__626933","29361__39488","329__387090","40518__74426","665951__1680_329854","582__584","216816__239935","1318__487175","818__1351","310297__204516_487174","166486__338188","658086__28116_360807","1689__33038","40545__328813","501496__39496_649756","45851__301301","52584__552398","43765__387661","33039__751585","328812__626930","76759__303_147207","545__624","40214__40324","39496__649756","1681__261299","28116__360807","1680__329854","204516__487174","303__147207"
"ERR2238721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.93324902669911,0,0,0,0,0,0,0,0,0,6.81258715306369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2238738",0,0,0,0,0,0,0,0,0,0,0,0,-2.6473087712165,0,0,0,0,0,0,0,0,-3.06863327870963,0,0,0,0,0,4.58527329506971,-1.95543485272122,0,0,5.31502874852174,0,0,0,0,0,0,1.76207617863983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2238745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.64118484116422,0,0,0,0,0,0,0,0,0,-3.91844609538086,0,0,0,0,0,0,0,0,0,6.78694772391953,0,0,4.57466633707717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2238748",0,0,0,0,0,6.78647817495849,0,0,0,0,0,0,0,0,0,0,0,0,-2.18581032576766,0,0,0,0,0,0,0,0,0,-2.34052165996819,0,0,0,0,0,0,0,0,0,4.05390243128035,0,0,3.78593453993826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2238754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.74270198583079,0,0,0,0,0,0,0,6.81510070356659,0,1.28639757434123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2238756",0,0,0,-2.30219304724817,0,0,0,0,0,0,3.98751532666565,0,-2.35071943167183,0,0,0,0,-2.31420060069474,-1.47959781842459,0,-4.00831301930971,0,0,0,0,0,0,4.07156548999505,-3.83760634881642,0,-2.17512413972344,0,0,0,0,0,0,0,6.64692917559892,0,0,2.56273859627946,0,0,0,0,0,-3.76742552277055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2238757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.17195225614733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49398246682991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239107",0,0,0,0,0,0,0,0,0,0,0,-2.43062671239462,0,0,-6.3892126461377,0,0,-2.5345519614575,0,0,4.38997277166775,-2.92567365750944,0,0,4.20996896010159,-3.15798349609257,0,0,0,0,0,-5.06741542117221,0,0.0318336428556282,0,0,0,-2.89167114129309,0,0,0,0,0,0,0,0,0,0,0,5.46978786469632,-2.10136866736244,0,0,0,-5.00852133550032,0,0,0,0,0,0,0,0,0,3.63967729730506,0,0,0
"ERR2239132",4.16147991877794,-4.53474447786529,0,0,0,0,0,0,0,0,0,0,0,0,-2.7933043783229,0,0,0,0,0,0,-2.96166650291438,0,0,0,5.26192374387793,-2.49026592501098,0,0,0,-2.55901797317639,-5.12975685812255,0,4.83814510425986,0,0,0,0,0,0,0,0,0,0,0,-4.31326710647653,0,4.43234914702344,-2.58877385362777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.48388784378917,0
"ERR2239172",0,0,5.29119485911863,-2.78225294660586,0,0,0,-2.64822646047541,0,0,4.81900346302956,-2.69009374819376,0,0,-5.04235538869775,0,-4.5868627794917,0,0,0,0,-2.47502551095848,0,0,4.65937904899498,0,0,0,-3.39556949025063,0,0,-4.28686993500921,0,0.439330774532198,0,0,0,0,5.88129887774484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239192",0,0,5.18040773839338,0,0,0,0,0,0,0,0,0,0,0,-3.11858637809943,0,0,0,0,0,0,0,-2.22775960599111,0,0,0,0,0,0,0,0,0,0,5.40155005466043,3.85859282462622,-3.45612240003256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98617959403329,0,0,0,0,0,0,0,0,0,0
"ERR2239205",-2.9207392712993,-5.05886881355208,0,0,0,0,0,0,0,0,0,0,0,0,1.3326361097566,0,0,0,0,0,0,0,0,0,0,6.10087799400337,0,0,0,0,5.85866346682791,0,0,-0.133407087568497,0,5.33570218267608,0,0,0,0,0,0,0,0,0,0,0,0,6.59331213792179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239206",-2.67442061586351,-4.63223238748524,0,0,0,0,0,-2.3941809509655,0,0,0,-1.85635374972376,0,0,0,0,4.14684304958581,0,0,0,0,-2.00387536500736,0,0,3.21529901134256,0,-3.81306594102641,0,-2.35358325410909,0,0,-3.47081394422838,0,0,0,-2.0633063128374,0,0,4.07652577596024,0,0,0,0,0,0,-6.60442394246818,0,0,-2.54164753439038,0,3.73957516823453,0,0,0,0,0,0,3.57375136541199,0,0,0,0,0,0,0,0,-4.4022626644963,0
"ERR2239207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47271975228057,0,-3.67299870045108,0,0,0,0,0,0,-1.52393119914337,0,0,6.36182036531574,0,0,0,0,0,0,0,0,0,0,0,0,-3.42352611496566,0,0,0,0,0,2.63952626415569,0,-1.67337751982442,0,4.46293938023949,0,-0.0910256860649206,0,0,0,2.8983748845795
"ERR2239212",0,0,0,0,0,0,4.09465318830187,0,0,0,0,0,0,0,-2.6422861101143,0,0,0,0,0,0,-2.61678141422231,0,0,0,4.14697858847831,-2.34364811522909,0,-3.71533552471088,0,-2.12107407459595,-4.53239836173498,0,-4.5765737908515,0,0,0,0,6.43514989596481,0,0,0,0,-2.63828351471895,0,-4.05931761063982,0,3.67380806381732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56964109226462,0,0
"ERR2239217",-3.67779820420516,-6.37013334966892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1845033116833,-3.32369738256961,0,0,0,-1.69137402756998,0,0,0,0,-5.51572153270683,0,0,5.75681273559425,0,0,0,0,0,0,0,0,0,0,-2.92954575035361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239222",0,0,-4.03759501493162,0,0,0,0,0,0,0,0,-2.32640284827375,-4.92232932214412,0,0,0,0,0,0,0,0,-2.45724968291525,-3.12997781474551,0,4.02944793208309,0,0,-0.0141546086173582,-3.51959219611823,0,0,-4.25608129769173,0,0,5.42128060170263,0,0,0,6.0961125055997,0,0,0,0,0,0,0,0,0,0,0,-2.21840148733837,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.84238408765642,0,0,0
"ERR2239223",0,0,0,-1.89927447669955,0,0,0,0,0,0,3.28963989116241,0,-1.50876295127108,0,0,0,0,0,0,0,0,0,0,0,0,-1.87456389517973,5.73794978302978,2.61325408817908,-5.24972570011848,0,-2.62315670669387,0,0,0,0,0,0,0,4.03444152318139,0,0,0,0,0,0,0,-2.58588376948892,4.54344069220883,0,3.24683990848551,-2.12244636240488,0,0,0,0,0,0,0,0,0,0,0,0,0,3.676184936025,0,0,0
"ERR2239227",0,0,0,0,0,0,0,0,0,0,0,-5.21306926433294,0,0,-6.39452758745747,0,0,0,0,0,0,-2.82022461455648,-2.85530831530023,0,0.454689935306896,0,0,0,0,0,0,-4.88477232116817,0,0.264512128012937,4.94553907337389,0,0,-2.4864928321372,0,0,0,0,0,0,0,0,0,0,0,0,-3.25726950240656,0,0,0,4.30673191791746,0,0,0,0,0,0,0,0,0,5.64175627211277,0,0,0
"ERR2239230",0,0,0,0,0,0,0,0,0,0,0,-2.56526595268187,0,0,-6.46578839454895,0,0,0,0,0,0,-2.78566775443565,0,0,4.44317096497157,0,0,0,0,0,-2.6947933154542,-4.82491808368885,0,0.619809031452983,0,-3.00873696964757,5.27028200117975,0,0,0,0,0,0,0,0,0,0,4.66751893826367,0,0,0,0,0,0,0,0,0,-5.21128529804042,0,0,0,0,0,0,0,0,0,0
"ERR2239231",-2.8141336790431,-4.87422251139337,0,0,0,0,0,0,0,0,0,4.76792965052525,0,0,-3.42216812291707,0,0,0,0,0,0,-2.93605352609591,0,-2.67783124919191,0,4.76906206542282,-2.3414532864768,0,0,0,0,-5.08539388093987,0,5.92736906093498,0,0,-0.432761558633615,0,0,0,0,0,4.63813977769602,0,0,4.05551605572695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239235",0,0,6.23751368554466,0,0,0,0,0,0,0,0,-2.86835767532083,0,0,-2.87627293944752,0,0,0,0,0,0,-2.53393090325934,0,-2.50082615765548,4.96814122793584,0,0,0,0,0,0,-4.38889706731408,0,4.98185086755859,0,0,0,0,0,0,0,0,-4.33155796595654,0,0,0,0,0,-2.57352640462693,0,-2.34709347236807,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.06528514425475,0,-4.45747848743391,0
"ERR2239236",0,0,0,0,0,0,0,-2.64253940050207,0,0,0,-2.99573526220072,0,0,-2.46793339162471,0,4.57701250267219,0,0,0,0,-3.18782464424735,0,0,5.18876568015732,0,-3.00583466664668,0,0,0,-2.69909407973556,-5.52147424945659,0,4.27458602398977,0,0,0,0,0,0,0,0,0,0,0,-5.20625836178392,0,4.67496808051035,0,0,-5.01213581324841,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.069421551921592,0,0,0
"ERR2239237",0,0,0,0,0,0,0,-2.57724430218543,0,0,0,0,0,0,-2.49946071539978,0,-4.46391807490256,0,0,0,0,3.88407234002048,0,0,0,-2.6235664858437,0,0,0,0,5.27158158296015,-4.54563283125034,0,-4.32919295059487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54415045051621,-2.86697545541984,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96574715284009,0,0,0
"ERR2239245",0,0,5.05701919263032,0,0,0,0,0,0,0,0,0,0,0,-3.17494599700136,0,0,0,0,0,0,0,0,5.79432575646111,0,0,0,0,0,0,-2.52791195328254,0,6.09023561011703,5.49916777809378,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.37847194014603,0,0,-2.68984326049694,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.65894519157743,0,0,0
"ERR2239246",0,0,4.38928065270995,-2.42301924328551,0,0,0,0,0,0,4.19679243708759,-2.43581716175072,0,0,-5.92967161481678,0,0,0,0,0,0,-5.06884265210762,0,0,-4.21895908210046,0,6.84877901905669,0,0,0,0,1.13371479035465,0,-0.435876781446456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239247",-3.03771183665051,-5.26147123983205,-4.51625581525964,0,0,0,0,0,0,0,0,-2.75404745014857,0,0,0,0,0,0,0,0,0,-3.02769523692751,-2.49380480267804,0,4.77015011011284,4.78595902726009,0,0,0,0,0,-5.24412198019274,0,0,4.31939662239765,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.25064323459073,0,-2.6327872416757,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56012126810144,0,-3.89822843202231,0
"ERR2239249",0,0,5.10898438309391,0,0,-2.35244361099607,0,0,0,0,0,4.83983272987933,0,0,-6.60463762915087,0,0,0,0,0,0,0,0,2.81905053075973,0,0,0,0,0,0,0,0,5.33375034544337,-1.00474366001376,0,-2.39250904439664,0,0,0,0,0,0,4.90614161446867,0,0,0,0,0,0,0,0,0,0,0,0,4.07455185618598,0,4.14394722246304,0,0,0,0,0,0,0,0,0,0
"ERR2239251",0,0,0,0,0,0,6.0579008412664,-2.65431773467463,0,0,0,-2.89358914745075,0,0,-2.52445785319932,0,-4.59741317588759,0,0,0,0,0,0,0,5.01184341961462,0,-1.9458199762421,0,-3.7523970004771,0,0,0,0,4.37248926330748,0,0,0,0,6.4993422549954,0,0,0,0,0,0,-3.37025906123379,0,0,-2.20097170326181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.81219481607087,0
"ERR2239254",-2.99000876630181,-5.17884709831106,0,0,0,0,0,0,0,0,0,-2.75873363210813,-2.98607656850314,0,-2.44959478874479,0,0,0,0,0,0,0,-2.86434793875501,0,4.77826681536031,0,-2.42512327898279,-5.17203633193837,0,0,0,0,-3.17239180375911,4.24282263206193,4.96119616047887,0,0,0,0,0,0,0,0,0,0,-4.20043673381623,0,0,0,0,0,0,-5.49474378562586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239256",0,0,0,0,0,0,0,0,0,0,0,-2.45073863380008,0,0,-6.46482324205045,-2.19699846557749,0,0,0,0,0,-2.48579839178882,-2.59818242507518,4.13360628354661,-4.24480382981367,0,0,0,0,0,0,-4.30552911195125,0,0.156080967451397,4.50018396756273,0,0,0,0,-3.80531296653108,0,0,0,0,0,0,0,0,2.82708807248062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.97452213623675,0
"ERR2239264",0,0,0,0,0,0,0,0,0,0,0,-2.23563251972093,0,0,0,0,0,-2.27394371316824,0,0,3.93858604475922,-2.83113803286601,-2.09021392165142,0,3.87222911120987,0,-2.28551614487776,0,-3.77870915085359,0,0,-4.90367491616454,0,0,3.62035671098805,0,0,0,6.54491623630387,0,0,0,0,0,0,-3.95863008444723,0,0,-2.079320568977,0,-2.10720298298709,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64978262839434,0,-3.60148887069119,0
"ERR2239265",0,0,0,0,0,0,0,0,-3.52616554207864,0,0,0,0,0,0,0,0,0,0,6.10749787477886,0,0,0,-2.27083286432712,0,0,-2.83731953997664,0,-3.48323112268934,0,0,0,-2.39105306247805,0,0,0,0,0,6.03313327900313,0,0,0,3.93319789651174,-2.34345439353159,3.9548690304592,-4.91438160054749,0,0,-2.41449295621361,0,0,0,-4.14142538780514,0,0,0,0,0,4.14203182190433,0,0,0,0,0,0,-4.05898207481723,-4.18202447467915,0
"ERR2239267",0,0,4.96664648646406,0,0,0,0,0,0,0,0,-3.06784097412864,0,0,-3.17476954033625,0,0,0,2.88605295176796,0,0,2.8308842061155,0,0,5.3136564367324,0,0,0,0,0,0,-4.9925965617081,0,5.49886214618447,0,0,0,0,0,0,0,-4.4617872848603,0,0,0,0,0,0,-2.64123925799033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.57476058978478,0
"ERR2239269",-2.64758589964704,-4.58575329559164,-4.35663736547501,0,0,0,0,0,0,0,0,0,-2.46025522031468,0,0,0,0,0,0,0,0,-2.23086025999206,0,-2.76205406596475,0,0,0,-4.26128704117159,-3.4502594192145,0,-2.02723775428749,-3.86396331489255,-2.74306455540303,0,0,0,0,0,5.9760246133726,0,0,0,4.78401797550314,0,0,0,0,3.51127878944777,0,0,0,0,-4.75112717839939,0,0,0,0,0,0,0,6.04352849735221,0,0,0,0,0,0,0
"ERR2239270",0,0,0,0,0,0,0,-2.28850826167972,0,0,0,0,0,0,-2.23671141378978,0,-3.96381258277041,0,0,0,0,-2.70928582306799,0,-2.11620095688686,0,0,1.19662710253172,0,-3.40502996673672,0,0,-4.69262069777983,0,3.87409781055312,0,0,0,-3.0955468844873,5.89768490368256,0,0,0,3.66536757635393,0,0,0.110185326549022,0,0,0,0,0,0,0,0,5.36164448114355,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239271",-2.6268582245372,-4.5498519091786,4.90800863091458,-2.48639044798056,0,0,0,0,0,0,4.30655458335627,0,0,0,-5.34879551056928,0,0,0,0,0,0,-3.07617254989985,0,0,0,0,0,0,-3.44953167738163,0,0,-5.32808714927525,0,0.637592752636436,0,0,0,-2.43066094794074,5.97476412754328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21002825780688,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239273",0,0,0,0,0,0,0,-2.83489086368565,0,0,0,0,0,0,-5.05112739013101,0,-4.91017500981636,0,0,0,0,-3.52055097972792,0,0,0,0,0,0,-2.43399732980504,0,-2.39976306409479,-6.09777316752515,0,-0.0644027253163753,0,0,0,0,4.21580704070931,0,0,0,0,-2.66891200102544,0,0,0,4.15651155313934,0,0,-2.50313138294258,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3355507332767,-4.62269118670639,0,0
"ERR2239275",0,0,0,0,0,0,0,0,0,-2.40815332813,0,-2.42927456036891,0,0,-5.61484096913354,0,0,0,0,0,0,-3.2281558047906,0,0,4.20762696409349,0,5.77661638511681,0,-3.35269374787702,-4.17104391673725,0,-5.59132986864571,-2.29172611895918,-0.793482410479152,0,0,0,0,5.80703591354152,0,0,0,0,0,0,0,0,0,5.43279165951013,0,0,0,-3.96938607506994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239288",-3.26978058298216,-5.66342609932729,0,0,0,0,0,0,0,-2.53407898049103,0,0,0,0,-5.57515626014207,0,0,-2.45419877213471,0,0,4.25079696521048,-3.0275290274319,0,-2.51331349978865,0,0,0,0,0,-4.3891535446028,0,-5.24383409690164,0,0.29186743440689,0,0,0,0,0,0,0,0,4.35318667698269,0,0,0,0,0,0,0,-2.73974288839052,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74537388236789,0,0,0
"ERR2239291",-2.57533182940652,4.4606055748814,0,-2.51044221189976,0,0,0,0,0,0,-4.34821346047598,-2.28875988704449,-2.94118278885069,0,-2.41086941932832,0,0,0,0,0,0,0,-2.21298902803645,-2.5026888698984,3.96424841068665,0,0,5.09427802463651,-3.68599595655412,0,0,0,0,4.17574832469073,3.83300943315161,0,0,0,6.38433227324518,0,0,0,4.33478427820117,0,0,0,0,0,0,0,-2.00100882015219,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46584894289704,0,0,0
"ERR2239293",0,0,0,0,0,0,-1.66043162858972,-2.10415662298104,0,0,0,-2.30995325628995,0,0,-4.01587049843961,0,3.64450617808571,0,0,0,0,0,0,0,-4.00095640300337,0,0,0,-3.74624391428428,0,-1.20278939761238,0,0,0.492209642536386,0,0,0,0,6.48868479708608,0,0,0,0,0,0,0,0,2.08329234746981,0,0,0,0,0,2.57643848255555,0,0,2.87595194321173,0,0,0,0,0,0,0,0,0,0,0
"ERR2239294",0,0,-4.86966824239126,0,0,0,0,2.20290639578798,0,0,0,0,0,0,-5.1937007992018,0,-5.90718620703301,0,4.37497270106749,0,0,-2.54687441415085,0,0,0,0,0,0,0,0,0,-4.4113158858065,0,0.948166268901279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.17043087732541,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75929655384391,0,0,0
"ERR2239297",0,0,0,-2.89002302719937,0,0,0,0,0,0,5.00566671815332,-2.79396973575917,0,0,-4.98989657554529,0,0,0,0,0,0,-3.30802669017207,0,0,4.83929753714467,4.82874503746107,0,0,-3.00976035186697,0,0,-5.72967030017194,0,0.119581677641089,0,-2.43224892657062,0,0,5.21305784803998,0,0,0,0,0,0,0,0,0,0,0,-2.84810961028562,0,0,0,0,0,0,4.21277871747517,0,0,0,0,0,0,4.93307055053989,0,0,0
"ERR2239299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.05294918493539,0,0,0,0,0,0,-3.71292039631046,0,-2.12124455859742,-3.55581229366522,-2.03327136845113,0,0,0,0,0,6.43096677086848,0,0,0,0,-2.24643863973402,0,0,0,3.67410335076976,0,0,-2.07364567226587,0,-3.52172931573245,0,0,0,0,0,0,1.77307590425014,0,0,0,0,3.59165966125981,-3.89094586010523,0,4.41200163361575
"ERR2239303",-3.22174256064408,-5.58022180394261,0,0,0,0,0,-2.98394191835297,0,0,0,0,0,0,-5.57403225207693,0,5.16833900942189,0,0,0,0,-3.08016086429157,0,0,0,-2.7174485813989,0,0,0,0,-2.80280918860945,-5.33499511243827,0,-0.647638996440076,0,4.97794411773207,0,0,0,0,0,0,0,0,0,0,0,4.85460791859248,-2.90159844432693,4.70675900993887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02571592873706,0
"ERR2239306",0,0,0,0,0,0,0,0,0,0,0,-2.55206306889134,-2.93388413680671,0,-2.21333618386824,0,0,0,0,0,0,0,0,0,4.42030289943995,-2.52413177183551,0,-5.08163638846957,-3.64091988003725,0,0,0,-2.42934489118236,3.8336107246904,0,0,0,0,6.30625821851209,0,-3.17161197875049,0,0,0,0,0,0,0,0,4.37192447381796,-1.89667795039777,0,-4.20774878063573,0,0,0,0,0,0,0,0,0,0,0,3.28514257568453,0,0,0
"ERR2239307",0,0,0,0,0,0,0,0,0,0,0,-2.23660391482535,0,0,4.29348617641026,0,0,0,0,0,0,0,0,0,3.87391161688497,0,-2.32507907662114,0,-3.63197074284091,0,0,0,-2.72302582838608,0,0,0,0,0,6.29075785820413,0,0,0,0,1.59263367541676,0,-4.02715509232315,0,0,-2.2351091092308,0,0,0,-4.71641908508702,0,0,0,0,0,3.82730790236871,0,0,0,0,0,0,-4.96267226364102,-3.87132253764776,0
"ERR2239312",0,0,6.05175940510443,0,0,0,0,-2.76267112195754,0,0,0,-4.95812712247487,0,0,0,0,-4.78508674783378,-2.31705363217861,0,0,4.01325461479536,0,-2.57137009172085,0,0.57717400604995,0,-2.65285939288164,0,-3.19238133422922,0,0,0,0,0,4.45374364392356,0,0,0,5.52936666801953,0,0,0,0,0,0,-4.59488725380733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
